,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/16,3中山8,晴,12,春興S(1600万下),201706030812,,16,3,6,174.2,16,7,松岡正海,54.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:32.9,0.4,**,11-5-6,35.2-34.1,33.9,474(0),,,ヒーズインラブ,
1,2017/03/19,2中山7,晴,9,幕張S(1600万下),201706020709,,13,5,7,105.9,11,11,蛯名正義,57.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.7,1.4,**,11-11-8,34.6-35.6,35.9,474(-6),,,キャンベルジュニア,
2,2017/02/12,1東京6,晴,9,雲雀S(1600万下),201705010609,,10,8,9,42.0,8,7,蛯名正義,57.0,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:22.9,0.4,**,9-9,36.6-33.7,33.4,480(-8),,,サザナミ,
3,2016/11/26,5東京7,晴,10,銀嶺S(1600万下),201605050710,,16,6,12,56.1,10,13,柴田善臣,57.0,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:24.0,1.4,**,15-15,34.5-36.2,36.1,488(+12),,,ワンミリオンス,
4,2016/10/30,4東京9,曇,10,紅葉S(1600万下),201605040910,,11,2,2,68.8,10,7,柴田善臣,55.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.8,0.6,**,11-11,35.7-35.0,33.9,476(+2),,,アストラエンブレム,
5,2016/10/01,4中山7,曇,11,秋風S(1600万下),201606040711,,16,4,8,53.1,11,11,柴田善臣,57.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.5,0.9,**,14-13-13,35.7-34.9,34.5,474(0),,,マルターズアポジー,
6,2016/06/12,3東京4,曇,10,多摩川S(1600万下),201605030410,,15,8,15,126.2,14,4,柴田善臣,55.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.1,0.3,**,14-14,34.7-34.7,33.4,474(-4),,,ヤングマンパワー,270.0
7,2016/05/29,2東京12,晴,9,むらさき賞(1600万下),201605021209,,18,1,1,76.2,12,9,松岡正海,55.0,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:45.8,0.8,**,11-10-10,34.4-35.6,34.7,478(+6),,,バーディーイーグル,
8,2016/05/08,2東京6,晴,9,湘南S(1600万下),201605020609,,13,6,8,59.2,12,7,松岡正海,57.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,0.4,**,9-8,36.5-33.6,33.3,472(+10),,,ストーンウェア,
9,2015/12/20,5阪神6,晴,9,元町S(1600万下),201509050609,,13,5,7,81.7,11,9,蛯名正義,57.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.9,0.8,**,10-10,36.1-34.0,34.0,462(-6),,,マテンロウボス,
10,2015/12/06,5中山2,曇,10,市川S(1600万下),201506050210,,15,5,9,18.1,9,13,松岡正海,57.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.8,1.0,**,14-13-14,35.7-34.6,34.2,468(-8),,,ダイワリベラル,
11,2015/11/01,4東京9,晴,10,紅葉S(1600万下),201505040910,,17,3,6,16.0,7,12,松岡正海,56.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,0.8,**,11-11,35.4-34.2,33.9,476(+8),,,ダッシングブレイズ,
12,2015/10/03,4中山8,晴,11,秋風S(1600万下),201506040811,,16,2,4,22.2,10,2,松岡正海,57.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,0.2,**,10-11-11,35.0-34.9,34.0,468(-6),,,シベリアンスパーブ,740.6
13,2015/06/14,3東京4,曇,10,多摩川S(1600万下),201505030410,,18,7,14,33.2,11,2,松岡正海,56.0,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:32.9,0.0,**,16-18,34.4-35.1,34.1,474(+4),,,オツウ,741.4
14,2015/05/24,2東京10,晴,10,フリーウェイS(1600万下),201505021010,,14,3,4,14.8,7,5,蛯名正義,57.0,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:20.8,0.4,**,12-12,35.3-33.4,32.8,470(0),,,ネオウィズダム,182.0
15,2015/05/03,2東京4,晴,9,晩春S(1600万下),201505020409,,17,4,8,38.7,11,7,柴田善臣,56.0,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:20.7,0.7,**,14-15,34.4-34.4,33.0,470(+12),,,エイシンスパルタン,
