,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2014/10/26,4東京7,曇,10,甲斐路S(1600万下),201405040710,,10,7,8,87.2,10,10,柴田善臣,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.3,0.9,**,10-10-10,36.0-34.3,34.4,474(-2),,,ヒュウマ,
1,2014/10/04,3新潟7,曇,11,秋風S(1600万下),201404030711,,18,4,7,22.6,7,11,丸田恭介,55,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.0,1.0,**,17-16,35.0-34.8,34.0,476(-8),,,マイネルメリエンダ,
2,2014/09/06,2新潟11,晴,11,長岡S(1600万下),201404021111,,17,7,13,45.0,10,14,柴田善臣,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,1.3,**,13-14,34.5-34.6,33.5,484(+12),,,ダンスアミーガ,
3,2014/06/01,2東京12,晴,9,むらさき賞(1600万下),201405021209,,16,8,16,23.2,12,15,柴田善臣,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:46.1,0.9,**,10-12-10,35.2-35.0,35.0,472(-4),,,レッドルーファス,
4,2014/04/27,2東京2,晴,9,石和特別(1000万下),201405020209,,9,8,9,7.9,3,1,柴田善臣,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.5,-0.2,**,1-1-1,36.3-33.7,33.7,476(-6),,,(エバーグリーン),"1,505.9"
5,2014/02/01,1東京1,晴,9,テレビ山梨杯(1000万下),201405010109,,11,8,11,3.0,2,7,武豊,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,0.6,**,4-4,35.1-34.2,34.3,482(-4),,,レッドセシリア,
6,2014/01/18,1中山6,晴,12,4歳上1000万下,201406010612,,13,2,2,2.3,1,2,柴田善臣,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.9,0.3,**,6-6-6-6,36.7-35.9,34.5,486(+6),,,フィロパトール,410.0
7,2013/12/22,5中山8,晴,11,ノエル賞(1000万下),201306050811,,13,6,9,5.5,3,2,柴田善臣,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,0.0,**,2-2-2,35.9-36.0,35.9,480(-2),,,インプロヴァイズ,589.6
8,2013/11/24,5東京8,晴,9,アプローズ賞(1000万下),201305050809,,18,1,1,15.1,6,5,柴田善臣,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.1,**,5-4,34.2-36.9,34.4,482(+22),,,シェルビー,144.0
9,2013/07/20,3中京7,晴,10,賢島特別(1000万下),201307030710,,17,8,17,5.8,3,16,川田将雅,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.2,1.7,**,4-5,34.8-35.1,35.5,460(-18),,,ロードガルーダ,
10,2013/03/24,2中京6,晴,11,高松宮記念(G1),201307020611,,17,3,6,154.4,13,16,丸田恭介,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.5,1.4,**,15-15,34.3-33.8,34.1,478(-4),,,ロードカナロア,
11,2013/03/10,2中山6,曇,10,東風S(OP),201306020610,,16,7,14,9.3,5,4,柴田大知,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.8,0.1,**,14-9-8,33.9-36.1,35.5,482(-2),,,ムクドク,320.0
12,2013/02/17,2京都8,晴,11,洛陽S(OP),201308020811,,16,2,4,20.0,9,5,田中勝春,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,0.5,**,2-2,35.4-35.3,35.1,484(+10),,,サウンドオブハート,210.0
13,2012/11/25,5東京8,晴,9,キャピタルS(OP),201205050809,,18,3,5,36.9,11,5,柴田善臣,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.5,0.4,**,5-6,34.8-34.2,34.0,474(+4),,,ヤマニンウイスカー,210.0
14,2012/10/28,4京都9,曇,11,カシオペアS(OP),201208040911,,18,7,14,21.8,7,6,藤岡佑介,53,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:47.1,0.7,**,12-11,35.2-35.5,35.4,470(-2),,,リルダヴァル,
15,2012/10/01,4阪神9,曇,11,ポートアイランドS(OP),201209040911,,18,2,4,32.3,10,10,幸英明,53,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.4,**,15-13,35.6-34.6,33.8,472(+6),,,オリービン,
16,2012/09/02,3新潟8,晴,11,新潟記念(G3),201204030811,,18,4,8,34.5,12,12,柴田善臣,54,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:58.4,0.8,**,10-11,35.8-33.1,32.9,466(+6),,,トランスワープ,
17,2012/05/27,2東京12,晴,10,東京優駿(G1),201205021210,,18,8,16,234.7,17,12,柴田善臣,57,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:25.0,1.2,**,14-15-15-15,35.6-36.1,34.4,460(0),,,ディープブリランテ,
18,2012/05/06,2東京6,曇,11,NHKマイルC(G1),201205020611,,18,2,4,21.4,8,16,柴田善臣,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.7,2.2,**,9-10,35.1-34.6,36.0,460(0),,,カレンブラックヒル,
