,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/08,2阪神5,小雨,11,サンスポ杯阪神牝馬S(G2),201709020511,,16,7,14,417.8,16,10,藤岡佑介,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.6,1.3,**,4-3,35.6-35.0,35.9,482(-2),,,ミッキークイーン,
1,2017/03/26,2阪神2,小雨,11,六甲S(OP),201709020211,,11,8,11,76.2,11,7,鮫島克駿,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.6,0.4,**,3-4,36.2-34.5,34.4,484(+2),,,アスカビレン,
2,2017/03/05,1阪神4,晴,11,大阪城S(OP),201709010411,,16,5,10,149.8,15,15,高倉稜,51,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:48.0,0.9,**,15-14,36.5-33.7,33.4,482(0),,,アストラエンブレム,
3,2017/02/18,2京都7,晴,11,京都牝馬S(G3),201708020711,,18,4,7,190.0,15,14,田中学,54,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.5,1.0,**,9-10,35.8-34.7,34.8,482(+6),,,レッツゴードンキ,
4,2016/10/02,4阪神8,晴,11,ポートアイランドS(OP),201609040811,,13,8,13,26.5,9,9,鮫島克駿,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,0.9,**,6-7,36.6-33.8,34.2,476(-8),,,ウインプリメーラ,
5,2016/08/21,2札幌2,雨,11,札幌記念(G2),201601020211,,16,5,10,166.9,16,11,勝浦正樹,55,0.0,1.0,2000,1.0,0.0,0.0,0.0,**,2:03.4,1.7,**,6-6-6-5,35.6-36.9,38.0,484(+4),,,ネオリアリズム,
6,2016/07/31,1札幌2,曇,11,クイーンS(G3),201601010211,,13,1,1,46.9,11,3,勝浦正樹,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:48.1,0.4,**,7-8-7-7,36.5-34.3,34.0,480(-4),,,マコトブリジャール,907.3
7,2016/05/29,3京都12,曇,10,安土城S(OP),201608031210,,18,4,8,52.9,14,2,高倉稜,51,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,0.2,**,5-6,35.4-34.2,34.0,484(+4),,,ミッキーラブソング,931.4
8,2016/05/15,3京都8,晴,11,栗東S(OP),201608030811,,16,2,4,32.3,11,15,高倉稜,51,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:25.2,1.8,**,7-9,35.3-36.0,37.1,480(0),,,キングズガード,
9,2016/04/09,2阪神5,晴,11,サンスポ杯阪神牝馬S(G2),201609020511,,13,1,1,215.1,13,7,和田竜二,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.6,**,2-3,35.2-34.2,34.6,480(0),,,スマートレイアー,
