,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/01/05,1中山1,晴,10,招福S(1600万下),201706010110,,13,6,8,10.7,6,2,内田博幸,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:54.0,0.3,**,2-2-2-2,37.4-39.3,39.5,476(+10),,,コスモカナディアン,738.6
1,2016/12/11,5中山4,晴,10,美浦S(1600万下),201606050410,,16,7,13,10.0,4,6,津村明秀,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:47.8,0.4,**,11-12-13-12,36.2-36.1,35.8,466(-10),,,サクラアンプルール,
2,2016/10/23,4東京7,曇,10,甲斐路S(1600万下),201605040710,,8,7,7,5.4,4,5,松岡正海,57,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:48.6,0.3,**,1-2-2,35.7-34.3,34.5,476(+2),,,マイネルラフレシア,182.0
3,2016/10/01,4中山7,曇,11,秋風S(1600万下),201606040711,,16,6,11,27.9,8,4,松岡正海,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.5,**,6-4-4,35.7-34.9,35.0,474(0),,,マルターズアポジー,270.0
4,2016/08/27,2札幌3,晴,11,オールスターJ第2戦(1600万下),201601020311,,14,3,4,10.8,6,2,武豊,58,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:01.7,0.1,**,5-4-3-3,36.0-36.3,36.0,474(+6),,,フェスティヴイェル,738.6
5,2016/05/01,2東京4,晴,10,晩春S(1600万下),201605020410,,16,3,5,10.9,6,11,松岡正海,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.1,0.8,**,9-8,35.8-33.7,33.9,468(-4),,,テルメディカラカラ,
6,2016/03/13,2中京2,曇,11,トリトンS(1600万下),201607020211,,14,5,8,9.1,4,5,黛弘人,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,0.2,**,10-11,35.1-34.3,33.9,472(0),,,ラインスピリット,172.0
7,2016/02/14,1東京6,晴,10,雲雀S(1600万下),201605010610,,16,5,9,13.6,5,5,松岡正海,57,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:22.0,0.7,**,10-9,34.9-35.0,34.8,472(-2),,,アンタラジー,182.0
8,2016/01/17,1中山6,曇,9,初富士S(1600万下),201606010609,,14,6,9,20.4,7,4,松岡正海,57,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:48.1,0.3,**,4-4-4-4,37.3-34.9,34.6,474(0),,,クルーガー,270.0
9,2015/12/06,5中山2,曇,10,市川S(1600万下),201506050210,,15,7,12,7.4,4,10,蛯名正義,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.5,**,2-3-3,35.7-34.6,34.8,474(-2),,,ダイワリベラル,
