,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/12/03,4中京1,晴,11.0,金鯱賞(G2),201607040111,,13.0,8.0,12,204.3,13,13,丹内祐次,56.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.5,0.8,**,1-1-1-1,36.3-34.0,34.8,476(-6),,,ヤマカツエース,
1,2016/11/13,3福島4,晴,11.0,福島記念(G3),201603030411,,16.0,3.0,5,43.0,13,16,丹内祐次,57.5,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:02.4,1.6,**,4-4-4-6,35.6-35.9,37.0,482(+12),,,マルターズアポジー,
2,2016/07/10,2福島4,晴,11.0,七夕賞(G3),201603020411,,16.0,1.0,1,46.7,14,4,柴田大知,57.5,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:59.0,0.6,**,5-6-5-6,34.3-37.2,36.6,470(-2),,,アルバートドック,620.0
3,2016/05/29,2東京12,晴,12.0,目黒記念(G2),201605021212,,18.0,4.0,7,190.5,17,16,柴田大知,57.5,1.0,0.0,2500,0.0,0.0,1.0,0.0,**,2:32.5,1.9,**,5-8-10-13,29.7-34.9,35.9,472(-2),,,クリプトグラム,
4,2016/04/03,2阪神4,曇,11.0,産経大阪杯(G2),201609020411,,11.0,8.0,10,228.5,9,10,丹内祐次,56.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.6,1.3,**,2-3-3-3,36.8-33.6,34.5,474(-20),,,アンビシャス,
5,2016/02/28,2中山2,晴,11.0,中山記念(G2),201606020211,,11.0,4.0,4,172.9,9,10,柴田大知,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.7,1.8,**,2-2-3-5,36.5-34.9,36.3,494(+10),,,ドゥラメンテ,
6,2014/11/02,4東京9,晴,11.0,天皇賞(秋)(G1),201405040911,,18.0,8.0,18,91.2,13,11,柴田大知,58.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.2,0.5,**,2-2-2,36.4-34.6,35.0,484(+4),,,スピルバーグ,
7,2014/09/28,3新潟6,晴,11.0,産経賞オールカマー(G2),201404030611,,18.0,6.0,11,7.2,2,1,戸崎圭太,56.0,1.0,0.0,2200,0.0,0.0,1.0,0.0,**,2:12.2,-0.1,**,2-2-2-2,35.4-35.0,34.8,480(+6),,,(ラキシス),"6,327.4"
8,2014/07/13,2福島4,曇,11.0,七夕賞(G3),201403020411,,16.0,4.0,7,3.1,1,3,柴田大知,58.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:59.1,0.4,**,3-4-3-4,34.8-36.0,35.8,474(-6),,,メイショウナルト,"1,008.1"
9,2014/06/15,3東京4,晴,11.0,エプソムC(G3),201405030411,,17.0,3.0,5,11.2,4,2,川田将雅,57.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:46.2,0.0,**,2-2-2,35.9-34.2,34.1,480(-4),,,ディサイファ,"1,618.0"
