,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2013/11/24,5京都8,晴,4,障害3歳上OP,201308050804,,14,5,8,4.7,2,4,五十嵐雄,60,0.0,0.0,1.0,3170,0.0,0.0,1.0,0.0,,3:34.6,0.9,,1-1-1-2,104.0-37.8,13.5,494(-2),,,アシュヴィン,180.0
1,2013/10/05,4東京1,雨,4,障害3歳上未勝利,201305040104,,14,6,10,2.0,1,1,五十嵐雄,60,0.0,0.0,1.0,3000,0.0,1.0,0.0,0.0,,3:30.2,-0.2,,2-2-1-1,110.0-39.0,14.0,496(+2),,,(トップストライド),700.0
2,2013/09/17,4中山5,晴,4,障害3歳上未勝利,201306040504,,10,1,1,1.7,1,2,五十嵐雄,60,0.0,0.0,1.0,2880,0.0,0.0,1.0,0.0,,3:13.7,0.5,,2-2-1-2,107.0-38.1,13.5,494(0),,,パリスブルー,280.0
3,2013/08/24,2新潟9,晴,4,障害3歳上未勝利,201304020904,,13,8,13,3.8,2,3,五十嵐雄,60,0.0,0.0,1.0,2850,0.0,1.0,0.0,0.0,,3:09.2,0.2,,3-3-2-2,104.0-36.9,13.3,494(+2),,,ワンダーエレメント,180.0
4,2013/07/14,3中京6,曇,11,ジュライS(OP),201307030611,,16,5,10,84.8,12,15,国分優作,55,1.0,0.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:54.8,4.1,**,5-5-6-7,36.0-37.0,40.5,492(+4),,,スタッドジェルラン,
5,2013/06/16,3阪神6,晴,11,米子S(OP),201309030611,,18,8,18,51.3,11,13,中井裕二,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.2,1.1,**,5-4,35.2-35.0,34.7,488(0),,,エーシンミズーリ,
6,2013/05/11,3京都7,雨,11,都大路S(OP),201308030711,,18,7,14,148.5,16,18,和田竜二,57,0.0,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:51.8,4.3,**,3-2,34.8-35.6,39.6,488(+2),,,リルダヴァル,
7,2013/03/24,2阪神2,晴,11,六甲S(OP),201309020211,,18,2,3,54.2,11,17,和田竜二,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.5,1.5,**,14-13,35.3-34.0,34.7,486(+2),,,シャイニーホーク,
8,2012/10/14,4東京5,小雨,11,アイルランドT(OP),201205040511,,13,8,13,8.2,4,8,柴田大知,55,0.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.0,1.3,**,2-2-2,36.1-34.7,35.9,484(-2),,,アカンサス,
9,2012/09/09,4中山2,晴,11,京成杯オータムH(G3),201206040211,,16,7,14,16.8,9,14,柴田大知,54,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.5,1.8,**,11-9-10,34.0-34.5,35.1,486(+4),,,レオアクティブ,
10,2012/05/06,2東京6,曇,11,NHKマイルC(G1),201205020611,,18,6,11,48.3,14,14,松岡正海,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.4,1.9,**,2-2,35.1-34.6,36.4,482(-6),,,カレンブラックヒル,
11,2012/04/15,3中山8,晴,11,皐月賞(G1),201206030811,,18,6,11,48.1,10,16,武豊,57,0.0,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:02.7,1.4,**,14-13-13-15,35.8-38.4,36.4,488(-4),,,ゴールドシップ,
12,2012/03/18,2中山8,曇,11,フジTVスプリングS(G2),201206020811,,14,3,3,8.5,4,7,武豊,56,0.0,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:52.1,1.4,**,9-10-9-9,37.5-36.4,36.1,492(0),,,グランデッツァ,
13,2012/01/15,1中山5,晴,11,京成杯(G3),201206010511,,16,8,15,8.2,5,2,津村明秀,57,0.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.7,0.1,**,12-12-11-11,35.1-35.2,34.2,492(0),,,ベストディール,"1,516.4"
14,2011/12/18,5中山6,晴,11,朝日フューチュリティ(G1),201106050611,,16,2,4,9.7,4,2,蛯名正義,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,0.3,**,6-8-5,34.5-35.6,35.4,492(+8),,,アルフレード,"2,833.6"
15,2011/11/19,5東京5,雨,11,東京スポーツ杯2歳S(G3),201105050511,,15,7,12,11.0,5,9,中谷雄太,55,0.0,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:53.8,1.1,**,3-3-3,37.5-35.9,36.8,484(-2),,,ディープブリランテ,
16,2011/10/01,2札幌7,曇,11,札幌2歳S(G3),201101020711,,13,5,7,10.9,5,3,松岡正海,55,0.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:50.9,0.1,**,10-9-9-4,36.4-36.6,35.9,486(0),,,グランデッツァ,806.7
17,2011/08/28,1札幌6,晴,9,クローバー賞(OP),201101010609,,10,5,5,9.7,2,1,津村明秀,54,0.0,1.0,0.0,1500,0.0,0.0,1.0,0.0,**,1:33.2,0.0,**,5-4-5,31.2-35.7,35.3,486(+10),,,(ニシノスタイル),"1,621.7"
18,2011/06/26,3中山4,曇,5,2歳新馬,201106030405,,14,3,3,7.3,3,1,大野拓弥,54,0.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:52.1,-0.1,**,8-8-7-7,38.0-35.1,34.5,476(0),,,(パスオブトゥルー),700.0
