,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2015/03/15,2中山6,晴,10,東風S(OP),201506020610,,14,2,2,13.4,6.0,9,三浦皇成,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.8,1.0,**,5-4-3,35.2-35.4,35.9,514(+4),,,クラリティシチー,
1,2015/02/08,1東京4,曇,11,東京新聞杯(G3),201505010411,,16,2,3,22.9,8.0,5,ベリー,56.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.9,0.2,**,5-5,36.3-35.2,35.0,510(0),,,ヴァンセンヌ,380.0
2,2015/01/17,1中山6,晴,11,ニューイヤーS(OP),201506010611,,16,1,2,14.6,6.0,4,ベリー,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.1,0.2,**,8-6-5,34.7-36.2,35.7,510(-4),,,コスモソーンパーク,330.0
3,2014/11/16,4福島4,曇,11,福島記念(G3),201403040411,,16,7,14,63.6,15.0,7,村田一誠,56.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:59.2,1.1,**,12-11-15-16,34.8-34.7,34.9,514(+10),,,ミトラ,
4,2014/07/20,2函館6,曇,11,函館記念(G3),201402020611,,16,5,10,42.5,14.0,14,池添謙一,57.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:01.4,1.3,**,9-9-10-13,35.8-36.8,37.4,504(-6),,,ラブイズブーシェ,
5,2014/06/22,3阪神6,曇,11,米子S(OP),201409030611,,12,3,3,14.5,6.0,4,幸英明,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.2,0.4,**,4-4,35.6-35.5,35.6,510(+4),,,サンライズメジャー,320.0
6,2014/03/30,2阪神2,曇,11,六甲S(OP),201409020211,,18,8,18,9.6,5.0,16,ペドロサ,57.0,1.0,0.0,1600,0.0,0.0,0.0,1.0,**,1:39.1,3.2,**,3-3,35.4-36.6,39.6,506(-6),,,フィエロ,
7,2014/02/17,1東京4,晴,11,東京新聞杯(G3),201405010411,,14,8,16,,,取,三浦皇成,56.0,1.0,0.0,1600,0.0,0.0,0.0,1.0,**,,,**,,34.2-35.1,,計不,,,ホエールキャプチャ,
8,2013/11/17,5京都6,晴,11,マイルチャンピオンS(G1),201308050611,,18,7,14,75.7,16.0,13,バルザロ,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,1.0,**,10-9,35.1-34.1,34.5,512(+10),,,トーセンラー,
9,2013/10/19,4東京6,曇,11,富士S(G3),201305040611,,15,2,3,11.5,7.0,4,リスポリ,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,0.2,**,7-7,35.8-33.8,33.5,502(+4),,,ダノンシャーク,570.0
10,2013/07/21,3中京8,晴,11,トヨタ賞中京記念(G3),201307030811,,16,3,5,6.1,3.0,3,福永祐一,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.8,0.3,**,6-5-6,35.7-34.8,34.8,498(-4),,,フラガラッハ,958.6
11,2013/06/09,3東京4,晴,11,エプソムC(G3),201305030411,,14,2,2,8.4,6.0,4,ウィリア,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.9,0.2,**,11-8-8,35.1-34.7,33.2,502(-4),,,クラレント,600.0
12,2013/05/11,3京都7,雨,11,都大路S(OP),201308030711,,18,4,7,6.1,4.0,1,ウィリア,56.0,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:47.5,-0.1,**,3-2,34.8-35.6,35.3,506(+2),,,(マイネルラクリマ),"2,248.3"
13,2013/03/31,3中山4,曇,11,ダービー卿チャレンジ(G3),201306030411,,16,8,15,14.1,8.0,6,柴田善臣,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.9,0.3,**,8-8-9,34.3-35.3,34.7,504(0),,,トウケイヘイロー,
14,2013/03/03,1阪神4,晴,11,大阪城S(OP),201309010411,,16,5,9,4.2,2.0,4,池添謙一,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.1,0.4,**,10-10,35.7-35.3,34.8,504(0),,,エアソミュール,330.0
15,2012/12/08,5阪神3,晴,11,朝日チャレンジC(G3),201209050311,,17,4,7,3.7,1.0,15,池添謙一,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.1,0.5,**,12-5,34.4-36.0,36.2,504(-2),,,ショウリュウムーン,
16,2012/10/28,4京都9,曇,11,カシオペアS(OP),201208040911,,18,1,1,4.1,2.0,1,池添謙一,55.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:46.4,-0.1,**,4-2,35.2-35.5,35.2,506(+6),,,(ダノンバラード),"2,240.6"
17,2012/10/14,4東京5,小雨,11,アイルランドT(OP),201205040511,,13,2,2,2.2,1.0,2,北村宏司,55.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:58.7,0.0,**,4-6-5,36.1-34.7,34.2,500(+4),,,アカンサス,887.8
18,2012/08/26,2小倉10,晴,11,小倉日経OP(OP),201210021011,,16,1,2,2.4,1.0,3,浜中俊,55.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.2,0.0,**,16-15-15-15,35.5-35.2,33.7,496(-2),,,ダローネガ,554.9
19,2012/06/10,3東京4,晴,10,ジューンS(1600万下),201205030410,,11,8,11,3.2,1.0,1,ウィリア,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.5,-0.5,**,7-6,34.8-35.5,34.3,498(+6),,,(トゥザサミット),"1,725.2"
20,2012/05/27,2東京12,晴,9,むらさき賞(1600万下),201205021209,,18,7,15,5.2,2.0,6,ウィリア,58.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.0,1.0,**,18-14-11,35.9-33.6,33.2,492(+8),,,トーセンジャガー,
21,2012/05/06,2東京6,曇,12,湘南S(1600万下),201205020612,,14,6,9,5.3,2.0,6,ウィリア,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.5,0.6,**,9-8,34.4-36.4,36.3,484(-12),,,シルクアーネスト,
22,2012/04/01,2阪神4,曇,9,難波S(1600万下),201209020409,,15,4,6,5.5,2.0,4,ピンナ,57.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.5,0.8,**,5-5,35.4-37.5,35.3,496(-18),,,アグネスワルツ,260.0
23,2012/01/14,1京都4,曇,10,石清水S(1600万下),201208010410,,12,5,6,3.0,2.0,6,ルメール,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.7,0.6,**,3-2,35.9-34.1,34.5,514(+10),,,エックスダンス,
24,2011/10/23,4東京7,曇,10,甲斐路S(1600万下),201105040710,,11,3,3,1.7,1.0,5,ピンナ,57.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:50.4,0.3,**,4-5-4,38.8-33.6,33.5,504(+2),,,モンテエン,177.0
25,2011/10/01,4中山7,曇,11,韓国馬事会杯(1600万下),201106040711,,12,7,9,2.8,1.0,3,福永祐一,58.5,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,0.3,**,6-6-4,36.5-34.2,33.4,502(+16),,,ダイワファルコン,443.8
26,2011/02/27,2中山2,晴,11,中山記念(G2),201106020211,,12,5,5,7.1,2.0,6,内田博幸,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:46.9,0.9,**,2-2-2-2,36.3-34.5,35.3,486(-14),,,ヴィクトワールピサ,
27,2011/02/05,1小倉5,晴,11,小倉大賞典(G3),201110010511,,16,2,3,2.7,1.0,3,リスポリ,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.3,0.0,**,8-6-4-4,35.0-35.2,34.9,500(+8),,,サンライズベガ,"1,008.5"
28,2010/12/26,5阪神8,晴,12,2010ファイナルS(OP),201009050812,,14,3,4,1.7,1.0,8,藤岡佑介,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.9,0.8,**,11-11,35.9-34.3,34.1,492(-2),,,シルポート,
29,2010/12/04,5阪神1,晴,11,鳴尾記念(G3),201009050111,,12,5,6,6.6,4.0,3,福永祐一,55.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.0,0.1,**,6-6,35.1-34.8,33.6,494(-2),,,ルーラーシップ,"1,007.1"
30,2010/11/13,6京都3,曇,11,アンドロメダS(OP),201008060311,,13,4,4,2.2,1.0,2,福永祐一,55.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:59.8,0.3,**,9-8-7-5,35.1-35.4,35.3,496(+6),,,アドマイヤメジャー,928.4
31,2010/10/23,4東京5,晴,11,富士S(G3),201005040511,,17,3,5,2.0,1.0,4,北村宏司,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.1,0.3,**,6-6,35.0-34.5,34.3,490(-8),,,ダノンヨーヨー,600.0
32,2010/10/09,5京都1,雨,10,大原S(1600万下),201008050110,,11,5,5,2.2,1.0,1,福永祐一,55.0,1.0,0.0,2000,1.0,0.0,0.0,0.0,**,2:02.6,-0.6,**,3-3-4-3,36.0-36.7,36.4,498(+10),,,(カワキタフウジン),"1,803.8"
33,2010/05/30,3東京4,曇,10,東京優駿(G1),201005030410,,17,7,14,48.1,8.0,12,福永祐一,57.0,1.0,0.0,2400,0.0,0.0,1.0,0.0,**,2:27.9,1.0,**,13-12-13-13,36.1-33.4,33.5,488(0),,,エイシンフラッシュ,
