,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2013/05/23,門別,晴,11,エトワール賞〔H3〕(OP),201330052311,,12,3,3,7.2,2.0,11.0,宮崎光行,58,1.0,0.0,1200,0.0,1.0,0.0,0.0,,1:15.7,2.2,,2-2,,40.7,514(-12),,,ファイアーアップ,
1,2013/05/16,門別,晴,11,エトワール賞〔H3〕(OP),201330051611,,0,6,8,,,,宮崎光行,58,1.0,0.0,1200,1.0,0.0,0.0,0.0,,,,,,,,522(-4),,,,
2,2013/05/03,門別,曇,11,コスモバルク記念〔H(OP),201330050311,,13,1,1,3.3,2.0,11.0,宮崎光行,58,1.0,0.0,1800,1.0,0.0,0.0,0.0,,1:57.7,2.2,,1-1-1-1,,40.8,526(+12),,,ショウリダバンザイ,
3,2011/10/29,5京都7,晴,11,毎日放送賞スワンS(G2),201108050711,,18,5,9,71.0,13.0,17.0,川田将雅,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.1,2.7,**,6-12,34.4-34.1,35.9,514(+4),,,リディル,
4,2010/05/09,2東京6,晴,11,NHKマイルC(G1),201005020611,,18,1,1,20.1,5.0,2.0,蛯名正義,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:31.6,0.2,**,7-5,33.4-35.1,34.5,510(+4),,,ダノンシャンティ,"3,811.6"
5,2010/04/10,3中山5,晴,11,ニュージーランドT(G2),201006030511,,16,3,6,3.5,2.0,2.0,蛯名正義,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.2,0.3,**,4-5-4,34.9-34.9,34.8,506(-6),,,サンライズプリンス,"2,234.8"
6,2010/03/07,2中山4,雨,11,報知杯弥生賞(G2),201006020411,,13,7,11,22.3,6.0,4.0,蛯名正義,56,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:06.6,0.5,**,10-10-7-4,37.1-36.8,36.6,512(+2),,,ヴィクトワールピサ,810.0
7,2010/02/14,2京都6,曇,11,きさらぎ賞(G3),201008020611,,11,6,7,4.8,2.0,5.0,蛯名正義,56,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:49.0,0.4,**,4-4,35.3-35.8,35.6,510(-6),,,ネオヴァンドーム,390.0
8,2009/12/20,5中山6,晴,11,朝日フューチュリティ(G1),200906050611,,16,1,2,13.5,5.0,3.0,蛯名正義,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,0.5,**,2-5-5,34.2-35.6,35.6,516(+2),,,ローズキングダム,"1,617.4"
9,2009/11/22,5東京6,曇,7,2歳500万下,200905050607,,10,3,3,1.6,1.0,1.0,蛯名正義,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.9,0.0,**,3-3,35.8-34.4,34.1,514(+2),,,(セイコーライコウ),700.0
10,2009/10/17,4京都3,曇,11,デイリー杯2歳S(G2),200908040311,,13,5,7,8.3,4.0,4.0,岩田康誠,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.0,0.3,**,2-3,34.5-34.9,34.9,512(0),,,リディル,570.0
11,2009/09/27,4阪神6,晴,2,2歳未勝利,200909040602,,16,1,2,2.2,1.0,1.0,内田博幸,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.4,-0.4,**,7-6,34.7-35.5,34.9,512(+8),,,(バンダムクラウス),500.0
12,2009/08/02,2小倉6,晴,2,2歳未勝利,200910020602,,15,5,8,1.8,1.0,5.0,浜中俊,54,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:51.1,0.3,**,3-3-4-4,37.4-35.2,35.2,504(+4),,,ベストブルーム,50.0
13,2009/07/12,3阪神8,晴,4,2歳新馬,200909030804,,15,4,6,4.2,2.0,3.0,松岡正海,54,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:49.0,0.2,**,1-1,35.9-34.3,34.5,500(0),,,マイネアロマ,180.0
