,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2010/07/17,高知,晴,5,井野正宏祝三十歳特別,201054071705,,11,7,9,1.1,1,1,宮川実,56,1.0,0.0,1300,0.0,0.0,0.0,1.0,,1:23.7,-0.8,,1-1-1-1,,38.8,510(0),,,(プラウドメアリー),9.0
1,2010/07/04,高知,曇,7,C3 ー8,201054070407,,7,4,4,1.5,1,1,宮川実,56,1.0,0.0,1300,1.0,0.0,0.0,0.0,,1:23.6,-0.1,,1-1-1-1,,39.1,510(+2),,,(セトノジャーニー),9.0
2,2010/06/19,高知,小雨,2,C3 ー5,201054061902,,7,3,3,1.1,1,1,宮川実,56,1.0,0.0,1300,1.0,0.0,0.0,0.0,,1:23.8,-0.6,,2-2-2-1,,38.4,508(-3),,,(フジヤマナイル),9.0
3,2010/06/05,高知,晴,1,宏太結婚記念特別,201054060501,,6,5,5,1.0,1,1,宮川実,56,1.0,0.0,1300,0.0,0.0,1.0,0.0,,1:25.4,-2.7,,1-1-1-1,,38.9,511(+3),,,(メイショウアンカー),9.0
4,2009/11/19,船橋,雨,10,習志野きらっと特別,200943111910,,12,3,3,30.8,9,12,繁田健一,57,1.0,0.0,1700,1.0,0.0,0.0,0.0,**,1:53.5,4.4,**,1-1-2-10,29.9-41.2,45.2,508(+10),,,ナイトスクール,
5,2009/09/24,門別,曇,10,ホクレンAcoopい(OP),200930092410,,10,1,1,104.2,9,8,桜井拓章,57,1.0,0.0,2000,0.0,0.0,1.0,0.0,,2:14.8,3.2,,4-4-6-7,,40.6,498(-12),,,ヒロアンジェロ,
6,2009/08/27,門別,雨,10,ディープインパクト・(OP),200930082710,,10,5,5,39.8,7,10,服部茂史,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,,2:01.6,4.8,,7-7-10-10,,42.0,510(+10),,,コパノカチドキ,
7,2008/05/03,3京都3,晴,11,朱雀S(1600万下),200808030311,,18,1,1,28.1,8,17,千田輝彦,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.4,2.9,**,1-1,34.1-35.9,38.8,500(-8),,,ヒカルオオゾラ,
8,2008/04/20,3中山8,曇,12,卯月S(1600万下),200806030812,,12,7,9,14.1,6,8,大庭和弥,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.7,1.2,**,2-2-2,35.5-36.0,37.1,508(-4),,,ドリーミーオペラ,
9,2008/03/30,3中山2,曇,10,スピカS(1600万下),200806030210,,15,7,13,39.8,11,9,大庭和弥,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:48.5,1.1,**,1-1-1-1,35.4-37.6,38.7,512(-4),,,ヒカリシャトル,
10,2008/03/16,2中山6,晴,9,浅草特別(1000万下),200806020609,,16,3,5,20.0,8,1,大庭和弥,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.0,-0.4,**,1-1-1,34.5-36.8,36.8,516(+2),,,(ベルジュール),"1,523.4"
11,2008/03/02,2中山2,晴,10,木更津特別(1000万下),200806020210,,16,5,9,13.5,5,14,吉永護,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.7,1.1,**,9-7-7,34.8-35.8,36.0,514(+6),,,ワルキューレ,
12,2008/02/04,1東京2,晴,12,4歳上1000万下,200805010212,,15,4,7,20.7,6,3,吉永護,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:22.6,0.3,**,3-2,35.3-35.2,34.8,508(-2),,,マルブツライト,260.0
13,2008/01/26,1中山7,晴,10,若潮賞(1000万下),200806010710,,16,6,11,10.6,6,16,内田博幸,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.5,1.3,**,6-3-3,34.8-36.7,37.8,510(+2),,,チョウカイキセキ,
14,2008/01/12,1中山3,雨,10,東雲賞(1000万下),200806010310,,16,6,11,6.2,4,6,柴田善臣,55,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:36.0,1.0,**,1-1-1,34.4-38.3,39.3,508(-4),,,ダイイチミラクル,
15,2007/09/16,4中山4,晴,9,上総特別(1000万下),200706040409,,9,2,2,8.5,4,8,横山典弘,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.3,1.5,**,1-1-1,34.1-36.5,38.0,512(+2),,,ゼットフラッシュ,
16,2007/07/28,2新潟5,曇,10,五頭連峰特別(1000万下),200704020510,,13,7,10,14.2,7,10,吉永護,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:47.5,1.3,**,1-1,35.1-34.7,36.0,510(0),,,アップルサイダー,
17,2007/07/14,2新潟1,曇,10,豊栄特別(1000万下),200704020110,,18,7,14,23.9,6,5,吉永護,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.5,0.9,**,1-1,35.5-33.5,34.4,510(+6),,,ショウナンタキオン,148.0
18,2007/06/16,2福島1,晴,11,福島市制施行100周(1000万下),200703020111,,11,3,3,9.5,5,7,吉永護,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:46.9,0.9,**,8-8-8-8,35.3-34.7,34.8,504(0),,,クランエンブレム,
19,2007/05/27,3東京4,晴,9,むらさき賞(1600万下),200705030409,,18,5,9,46.7,14,8,吉永護,54,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:46.9,0.4,**,1-1-1,35.5-34.4,34.8,504(-2),,,カイシュウタキオン,
20,2007/04/28,3京都3,晴,11,朱雀S(1600万下),200708030311,,18,1,1,12.5,6,11,吉永護,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,1.1,**,1-1,33.8-35.4,36.5,506(-6),,,ミスティックエイジ,
21,2007/04/15,3中山8,晴,10,卯月S(1600万下),200706030810,,16,4,7,23.2,8,9,吉永護,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.2,0.7,**,1-1-1,34.8-35.4,36.1,512(-4),,,マシュリク,
22,2007/03/17,2中山7,晴,9,浅草特別(1000万下),200706020709,,16,1,2,11.5,4,1,吉永護,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.3,-0.3,**,1-1-1,35.4-35.3,35.3,516(0),,,(リキッドノーツ),"1,524.1"
23,2007/02/18,1東京8,晴,12,甲斐駒特別(1000万下),200705010812,,16,1,1,16.9,6,4,吉永護,57,0.0,1.0,1600,0.0,0.0,0.0,1.0,**,1:36.2,0.6,**,1-1,35.7-35.5,36.1,516(+2),,,シンゲン,220.0
24,2007/01/21,1中山7,曇,10,若潮賞(1000万下),200706010710,,16,1,1,106.8,13,6,吉永護,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.6,0.3,**,1-1-1,35.6-35.8,36.1,514(+6),,,ジェイウォーク,
25,2007/01/13,1京都4,晴,12,4歳上1000万下,200708010412,,16,5,10,55.7,12,16,吉永護,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:26.1,1.8,**,6-6,34.4-37.9,39.0,508(+10),,,ダンディズム,
26,2006/07/15,2函館1,曇,9,道新スポーツ杯(1000万下),200602020109,,16,8,15,11.2,6,9,四位洋文,53,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:11.0,0.5,**,3-2,34.3-36.2,36.4,498(+2),,,メジロモーガン,
27,2006/06/24,1函館3,曇,12,潮騒特別(1000万下),200602010312,,9,4,4,10.8,6,2,四位洋文,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:10.3,0.2,**,3-3,33.9-36.2,35.9,496(-8),,,レオニダス,596.2
28,2006/06/17,1函館1,曇,11,TVh杯(1000万下),200602010111,,10,7,7,4.0,2,7,横山典弘,52,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:11.7,0.7,**,2-2,34.3-36.7,37.3,504(+6),,,フィールドカイザー,
29,2006/06/04,2中京6,晴,9,あじさいS(1000万下),200607020609,,15,6,10,11.6,5,5,本田優,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.3,0.6,**,5-5,33.2-35.5,35.5,498(+2),,,ナンヨーノサガ,140.0
30,2006/05/07,2東京6,雨,11,NHKマイルC(G1),200605020611,,18,2,3,174.3,18,13,田中勝春,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.9,1.7,**,1-1,34.2-35.7,37.4,496(0),,,ロジック,
31,2006/04/02,2阪神4,雨,10,マーガレットS(OP),200609020410,,11,1,1,68.5,10,2,藤田伸二,56,0.0,1.0,1400,0.0,0.0,0.0,1.0,**,1:26.4,0.3,**,1-1,35.1-39.1,39.4,496(0),,,エムエスワールド,768.0
32,2006/03/05,1阪神4,晴,7,3歳500万下,200609010407,,14,3,3,10.8,5,1,藤田伸二,56,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:14.5,-0.3,**,1-1,35.3-39.2,39.2,496(-14),,,(トラメイシ),700.0
33,2006/02/18,1東京7,晴,6,3歳500万下,200605010706,,16,8,16,65.8,13,4,江田照男,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:27.2,0.5,**,2-2,35.9-38.0,38.5,510(-2),,,ヤマタケゴールデン,110.0
34,2006/01/22,1中山8,曇,6,3歳500万下,200606010806,,15,5,8,22.6,9,7,江田照男,56,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:13.6,0.7,**,9-8,33.4-39.5,39.4,512(+8),,,セイウンマル,
35,2005/12/11,5中山4,曇,6,2歳500万下,200506050406,,12,5,6,23.0,6,3,江田照男,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:13.8,1.0,,2-2,34.4-38.4,39.3,504(+8),,,メジロファルカル,180.0
36,2005/11/26,5東京7,晴,9,ベゴニア賞(500万下),200505050709,,17,6,12,115.8,12,13,松岡正海,55,0.0,1.0,1600,0.0,0.0,1.0,0.0,,1:36.7,1.3,,7-8,35.7-35.0,35.5,496(-4),,,ブラックバースピン,
37,2005/11/05,5東京1,晴,9,百日草特別(500万下),200505050109,,9,6,6,30.9,8,9,江田照男,55,0.0,1.0,1800,0.0,0.0,1.0,0.0,,1:49.7,1.5,,1-1-1,36.0-35.6,37.1,500(+6),,,ニシノウェーブ,
38,2005/10/02,2札幌8,晴,10,すずらん賞(OP),200501020810,,14,3,3,223.5,14,3,山口竜一,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,,1:11.1,0.4,,11-6,34.5-36.2,35.8,494(+4),,,フェイクフェイス,404.3
39,2005/08/30,旭川,曇,11,ネオユニヴァース賞(OP),200534083011,,12,8,11,,7,3,五十嵐冬,54,1.0,0.0,1500,0.0,0.0,1.0,0.0,,1:39.7,1.0,,5-6-4-1,,41.6,490(-4),,,エイティジャガー,5.1
40,2005/08/03,旭川,雨,11,ムーンバラッド賞(OP),200534080311,,9,6,6,,8,5,五十嵐冬,53,1.0,0.0,1000,1.0,0.0,0.0,0.0,,1:02.7,1.0,,4-6,,,494(-2),,,サチノプログレス,1.7
41,2005/07/06,旭川,雨,11,栄冠賞〔H2〕(OP),200534070611,,14,2,2,,13,11,五十嵐冬,53,1.0,0.0,1000,0.0,0.0,1.0,0.0,,1:04.5,2.5,,13-13,,,496(-6),,,パフィオペディラム,
42,2005/06/21,札幌(地),晴,11,アグネスワールド賞(OP),200558062111,,9,6,6,,7,8,五十嵐冬,53,1.0,0.0,1000,0.0,0.0,1.0,0.0,,1:02.7,1.9,,6-6,,,502(+8),,,パフィオペディラム,
43,2005/05/11,札幌(地),晴,7,フレッシュチャレンジ,200558051107,,11,8,11,,1,1,五十嵐冬,53,1.0,0.0,1000,0.0,1.0,0.0,0.0,,1:03.4,0.0,,,,,494(0),,,(スプレッドアゲン),200.0
