,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/01/07,1京都2,晴,11,淀短距離S(OP),201708010211,,16,8,15,3.6,1,10,幸英明,56,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.0,1.0,**,10-11,34.1-33.9,34.0,464(+4),,,セイウンコウセイ,
1,2016/11/27,5京都8,雨,12,京阪杯(G3),201608050812,,18,1,1,17.4,6,3,国分優作,56,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:11.2,0.9,**,12-10,34.1-36.2,35.4,460(+10),,,ネロ,789.6
2,2016/10/23,4京都7,曇,10,桂川S(1600万下),201608040710,,13,7,10,9.3,6,1,幸英明,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.7,-0.2,**,11-10,33.8-33.9,33.0,450(0),,,(デンコウウノ),"1,848.7"
3,2016/09/24,4中山5,雨,11,セプテンバーS(1600万下),201606040511,,16,8,16,11.8,5,8,勝浦正樹,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.4,0.7,**,15-14,34.8-33.9,33.4,450(-16),,,メラグラーナ,
4,2016/08/07,1札幌4,晴,11,UHB賞(OP),201601010411,,14,2,2,12.2,8,6,丹内祐次,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.4,0.4,**,9-9,33.4-34.6,33.9,466(+2),,,クリスマス,
5,2016/07/23,2函館5,曇,11,函館日刊スポーツ杯(1600万下),201602020511,,16,2,3,4.4,1,3,勝浦正樹,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,0.1,**,12-12,33.5-35.1,33.5,464(+8),,,ホッコーサラスター,464.8
6,2016/07/03,1函館6,曇,12,道新スポーツ杯(1000万下),201602010612,,12,7,9,5.0,2,1,勝浦正樹,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.1,0.0,**,7-7,35.5-34.6,34.0,456(+6),,,(アドマイヤゴッド),"1,527.3"
7,2016/05/08,3京都6,晴,11,鞍馬S(OP),201608030611,,18,7,13,25.3,8,8,武幸四郎,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,0.5,**,13-10,33.6-33.9,33.4,450(+2),,,セカンドテーブル,
8,2015/11/29,5京都9,曇,12,京阪杯(G3),201508050912,,15,8,15,29.6,6,11,幸英明,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,1.3,**,4-4,34.0-33.4,34.4,448(+4),,,サトノルパン,
9,2015/10/31,4京都8,晴,11,毎日放送賞スワンS(G2),201508040811,,15,3,4,19.8,10,10,幸英明,54,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.7,0.5,**,15-15,34.6-34.1,33.3,444(0),,,アルビアーノ,
10,2015/05/10,2東京6,晴,11,NHKマイルC(G1),201505020611,,18,7,15,44.8,13,7,幸英明,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.1,0.6,**,16-14,35.3-34.2,34.0,444(+2),,,クラリティスカイ,
11,2015/04/05,2阪神4,雨,10,マーガレットS(OP),201509020410,,14,1,1,5.0,3,1,幸英明,56,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:23.3,-0.4,**,9-8,35.3-36.2,35.6,442(-6),,,(マリオーロ),"1,931.5"
12,2015/03/21,2中京3,晴,11,中スポ賞ファルコンS(G3),201507020311,,18,7,13,4.7,1,4,幸英明,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.2,0.3,**,10-8,34.4-36.9,36.3,448(-4),,,タガノアザガル,560.0
13,2015/01/24,1中京3,晴,10,なずな賞(500万下),201507010310,,14,3,3,4.2,1,1,勝浦正樹,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.6,-0.4,**,9-6,34.1-37.2,36.7,452(-4),,,(シンボリタピット),920.8
14,2014/12/28,5阪神8,小雨,9,千両賞(500万下),201409050809,,16,5,10,4.2,2,6,幸英明,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:37.9,0.5,**,10-10,37.4-34.6,34.3,456(+2),,,アンビシャス,
15,2014/11/16,5京都4,晴,9,黄菊賞(500万下),201408050409,,7,3,3,5.7,3,4,幸英明,55,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:02.4,0.5,**,5-6-6-2,36.6-33.8,33.9,454(+4),,,ベルラップ,150.0
16,2014/10/25,4京都6,晴,5,2歳新馬,201408040605,,16,5,9,17.4,9,1,幸英明,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.9,-0.2,**,8-6,34.6-35.0,34.1,450(0),,,(ストーンウェア),700.0
