,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/16,1福島4,晴,11,福島民報杯(OP),201703010411,,16,5,9,8.3,5,9,津村明秀,56.5,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,1:59.0,0.5,**,3-4-4-4,34.9-36.3,35.5,492(-4),,,マイネルミラノ,
1,2017/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),201706010111,,13,1,1,8.1,4,3,江田照男,56.5,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:01.1,0.5,**,7-7-8-8,36.1-36.7,36.1,496(0),,,ツクバアズマオー,"1,006.7"
2,2016/12/18,5中山6,晴,11,ディセンバーS(OP),201606050611,,14,2,2,20.6,10,3,江田照男,58.0,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:01.0,0.1,**,2-3-5-4,36.9-36.0,35.5,496(-2),,,ツクバアズマオー,605.0
3,2016/11/13,3福島4,晴,11,福島記念(G3),201603030411,,16,4,8,14.4,6,6,北村友一,56.5,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:01.5,0.7,**,16-16-16-16,35.6-35.9,34.9,498(-8),,,マルターズアポジー,
4,2016/10/16,4東京5,晴,11,アイルランドT(OP),201605040511,,14,8,13,24.0,9,7,江田照男,58.0,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:00.8,1.3,**,5-5-5,36.1-35.1,35.9,506(+14),,,ハギノハイブリッド,
5,2016/07/10,2福島4,晴,11,七夕賞(G3),201603020411,,16,8,16,5.8,1,9,北村友一,56.5,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,1:59.7,1.3,**,5-6-7-8,34.3-37.2,37.2,492(-8),,,アルバートドック,
6,2016/05/08,1新潟4,晴,11,新潟大賞典(G3),201604010411,,16,6,12,14.5,8,3,幸英明,56.5,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,1:58.1,0.3,**,4-5,35.4-34.8,34.5,500(0),,,パッションダンス,"1,008.1"
7,2016/04/10,1福島2,曇,11,福島民報杯(OP),201603010211,,16,2,3,21.5,9,1,北村友一,57.0,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,1:58.9,-0.5,**,2-2-2-2,35.2-36.1,35.7,500(-2),,,(ヤングマンパワー),"2,435.7"
8,2016/03/13,2中山6,曇,10,東風S(OP),201606020610,,13,1,1,16.7,6,4,蛯名正義,57.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.6,0.1,**,7-9-8,35.7-35.3,34.8,502(+4),,,インパルスヒーロー,350.0
9,2015/11/15,3福島6,晴,11,福島記念(G3),201503030611,,16,2,3,13.9,7,10,松若風馬,56.0,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:04.1,1.6,**,11-11-14-11,35.3-37.7,38.4,498(+2),,,ヤマカツエース,
10,2015/10/24,4東京6,晴,11,富士S(G3),201505040611,,16,1,2,20.3,9,7,田辺裕信,56.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,0.6,**,14-13,35.1-33.7,33.4,496(+6),,,ダノンプラチナ,
11,2015/09/13,4中山2,曇,11,京成杯オータムH(G3),201506040211,,16,8,15,20.9,10,6,蛯名正義,56.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.4,0.1,**,9-12-12,35.4-34.6,34.0,490(0),,,フラアンジェリコ,
12,2015/08/16,2新潟6,晴,11,関屋記念(G3),201504020611,,12,6,7,24.8,10,6,蛯名正義,56.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.0,0.4,**,4-5,36.4-33.3,33.1,490(-4),,,レッドアリオン,
