,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/02/19,1小倉4,晴,11,小倉大賞典(G3),201710010411,,16,2,3,18.5,10,11,小牧太,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:47.0,1.2,**,4-4-4-4,34.8-36.5,37.3,492(+4),,,マルターズアポジー,
1,2017/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),201706010111,,13,5,6,9.8,5,7,小牧太,55,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:01.3,0.7,**,1-1-1-1,36.1-36.7,37.4,488(-2),,,ツクバアズマオー,
2,2016/12/10,5阪神3,晴,11,チャレンジC(G3),201609050311,,18,1,2,10.3,7,8,小牧太,55,0.0,1.0,1800,1.0,0.0,0.0,0.0,**,1:46.8,0.3,**,1-1,35.3-36.1,36.4,490(-6),,,マイネルハニー,
3,2016/10/29,4京都8,曇,10,八坂S(1600万下),201608040810,,11,2,2,6.9,3,1,小牧太,57,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:46.5,-0.1,**,1-1,36.1-34.5,34.5,496(+6),,,(ナムラシングン),"1,845.2"
4,2016/10/01,4中山7,曇,11,秋風S(1600万下),201606040711,,16,2,3,8.5,4,5,小牧太,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.2,0.6,**,3-4-4,35.7-34.9,35.1,490(+8),,,マルターズアポジー,91.0
5,2016/06/19,3阪神6,小雨,9,小豆島特別(1000万下),201609030609,,12,5,6,5.3,3,1,小牧太,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.9,-0.5,**,1-1,36.3-34.5,34.5,482(-6),,,(マサハヤドリーム),"1,527.3"
6,2016/06/04,3阪神1,曇,10,三木特別(1000万下),201609030110,,12,7,9,3.4,2,6,戸崎圭太,58,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:45.5,0.5,**,5-5,35.5-34.8,33.3,488(+2),,,アスカビレン,
7,2016/04/24,2東京2,曇,10,オアシスS(OP),201605020210,,16,8,16,5.5,2,12,田辺裕信,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:37.9,0.9,**,10-13,36.3-36.5,36.5,486(+2),,,ブライトライン,
8,2016/03/06,1阪神4,曇,11,大阪城S(OP),201609010411,,16,5,9,7.1,4,8,小牧太,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:45.4,0.2,**,13-12,34.6-34.8,34.1,484(-2),,,テイエムイナズマ,
9,2015/12/19,5阪神5,晴,11,リゲルS(OP),201509050511,,16,1,2,10.8,6,10,松若風馬,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.1,1.0,**,11-11,36.3-33.9,33.6,486(-4),,,ダッシングブレイズ,
