,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2008/09/28,4阪神6,曇,10,神戸新聞杯(G2),200809040610,,18,5,10,5.8,3,2,武豊,56,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:25.3,0.0,**,11-10-9-10,36.6-35.7,34.7,528(+2),,,ディープスカイ,"2,238.0"
1,2008/06/01,3東京4,晴,10,東京優駿(G1),200805030410,,18,2,3,12.0,6,3,武豊,57,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:27.0,0.3,**,10-10-12-13,35.5-36.4,34.7,526(0),,,ディープスカイ,"4,369.5"
2,2008/05/11,2東京6,曇,11,NHKマイルC(G1),200805020611,,18,3,5,9.2,3,2,後藤浩輝,57,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:34.5,0.3,**,12-5,34.6-35.0,34.6,526(-4),,,ディープスカイ,"3,814.0"
3,2008/04/20,3中山8,曇,11,皐月賞(G1),200806030811,,18,5,10,5.6,2,6,武豊,57,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:02.2,0.5,**,9-11-11-8,36.2-35.2,34.8,530(-2),,,キャプテントゥーレ,
4,2008/03/09,2中山4,晴,11,報知杯弥生賞(G2),200806020411,,16,7,13,3.8,1,2,武豊,56,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:01.9,0.1,**,7-7-7-7,36.1-35.2,34.6,532(-6),,,マイネルチャールズ,"2,232.4"
5,2008/02/17,2京都6,晴,11,きさらぎ賞(G3),200808020611,,15,2,2,2.3,1,7,武豊,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.1,0.3,**,14-14,36.1-35.9,34.5,538(+10),,,レインボーペガサス,
6,2008/01/06,1京都2,晴,9,福寿草特別(500万下),200808010209,,14,2,2,2.8,2,1,安藤勝己,56,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:02.3,-0.1,**,10-9-10-9,36.7-35.0,34.3,528(0),,,(キングスエンブレム),"1,041.3"
7,2007/12/23,5中山8,晴,6,ホープフルS(OP),200706050806,,9,2,2,2.4,1,2,安藤勝己,55,1.0,0.0,2000,1.0,0.0,0.0,0.0,**,2:04.0,0.1,**,7-8-7-4,37.5-36.9,36.1,528(0),,,マイネルチャールズ,647.6
8,2007/12/02,5阪神2,晴,4,2歳未勝利,200709050204,,9,3,3,1.8,1,1,安藤勝己,55,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:04.5,-0.1,**,6-7-5-3,38.5-34.9,34.5,528(+2),,,(ドリームストライド),500.0
9,2007/11/11,5京都4,小雨,5,2歳新馬,200708050405,,10,1,1,8.9,4,2,福永祐一,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:50.9,0.0,**,4-4,37.4-34.5,34.2,526(0),,,ダイシンプラン,280.0
