,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,良,稍,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2013/04/14,3中山8,晴,12,春興S(1600万下),201306030812,,15,7,13,8.8,6,10,Ｍ．デム,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.9,**,13-6-5,35.1-34.6,34.9,494(+18),,,ルナ,
1,2011/05/29,3東京4,雨,11,東京優駿(G1),201105030411,,18,5,9,13.6,6,14,小牧太,57,1.0,0.0,2400,1.0,0.0,0.0,0.0,**,2:33.2,2.7,**,16-16-17-16,36.8-36.5,36.8,476(+8),,,オルフェーヴル,
2,2011/05/08,2東京6,晴,11,NHKマイルC(G1),201105020611,,18,8,17,4.8,2,2,小牧太,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.4,0.2,**,18-16,33.9-34.6,33.4,468(-2),,,グランプリボス,"3,815.2"
3,2011/03/27,2阪神2,晴,12,被災地支援毎日杯(G3),201109020212,,18,2,3,11.4,4,2,小牧太,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.1,0.0,**,13-13,34.9-34.2,33.6,470(-2),,,レッドデイヴィス,"1,624.0"
4,2011/02/06,2京都4,晴,11,きさらぎ賞(G3),201108020411,,12,3,3,6.4,4,6,安藤勝己,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.3,0.7,**,10-9,35.3-35.4,33.3,472(-4),,,トーセンラー,
5,2011/01/16,1京都6,晴,6,3歳500万下,201108010606,,14,6,10,1.7,1,3,武豊,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.1,0.2,**,5-3,34.8-36.6,36.5,476(0),,,ニジブルーム,180.0
6,2010/12/25,5阪神7,晴,11,ラジオNIKKEI杯(G3),201009050711,,15,2,3,11.8,5,3,ルメール,55,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:02.3,0.1,**,9-7-10-10,36.5-35.7,34.9,476(-2),,,ダノンバラード,807.6
7,2010/11/28,5東京8,晴,7,ベゴニア賞(500万下),201005050807,,14,4,5,2.3,1,2,武豊,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.1,0.3,**,5-5,36.2-34.2,33.8,478(-4),,,ナカヤマナイト,409.6
8,2010/11/06,6京都1,晴,6,2歳新馬,201008060106,,15,3,4,2.4,1,1,武豊,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.4,0.0,**,4-3,35.6-34.8,34.5,482(0),,,(アドマイヤカーリン),700.0
