,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2008/08/03,佐賀,晴,10,韓国岳特別,200855080310,,6,5,5,2.1,1,6,杉村一樹,56,1.0,0.0,1750,0.0,1.0,0.0,0.0,,2:01.8,6.3,,2-2-4-6,,,464(+8),,,マリットチャージ,
1,2006/05/07,2東京6,雨,11,NHKマイルC(G1),200605020611,,18,5,9,100.3,15,15,石橋守,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,2.1,**,14-16,34.2-35.7,36.4,456(+4),,,ロジック,
2,2006/04/16,3中山8,曇,11,皐月賞(G1),200606030811,,18,5,9,195.3,16,18,中舘英二,57,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:02.6,2.7,**,6-7-12-13,35.6-35.7,37.0,452(-10),,,メイショウサムソン,
3,2006/02/25,1阪神1,晴,11,アーリントンC(G3),200609010111,,15,2,3,8.2,4,5,石橋守,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.7,1.0,**,3-2-2,35.1-35.6,36.5,462(-2),,,ステキシンスケクン,400.0
4,2006/01/09,1京都4,晴,11,日刊スポシンザン記念(G3),200608010411,,9,8,9,43.5,8,1,石橋守,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.4,-0.1,**,1-1,35.6-34.7,34.7,464(+12),,,(グロリアスウィーク),"4,037.1"
5,2005/12/03,5阪神1,晴,10,千両賞(500万下),200509050110,,16,6,11,10.9,5,1,中舘英二,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,,1:22.9,-0.1,,2-1,34.8-36.3,36.3,452(-2),,,(フミノサチヒメ),"1,039.9"
6,2005/11/13,5京都4,晴,9,黄菊賞(500万下),200508050409,,10,5,5,8.1,3,3,石橋守,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,,1:50.3,0.4,,1-2,36.8-34.0,34.4,454(0),,,グロリアスウィーク,253.4
7,2005/10/15,4京都3,雨,11,デイリー杯2歳S(G2),200508040311,,11,8,11,20.3,5,5,石橋守,55,0.0,1.0,1600,1.0,0.0,0.0,0.0,,1:37.7,0.5,,9-10,37.1-34.6,34.5,454(+6),,,マルカシェンク,380.0
8,2005/09/04,3小倉8,小雨,10,小倉2歳S(G3),200510030810,,17,1,2,67.0,13,4,石橋守,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,,1:09.4,0.3,,15-14,33.6-35.5,34.9,448(0),,,アルーリングボイス,480.0
9,2005/08/07,2小倉8,晴,1,2歳未勝利,200510020801,,10,7,7,12.5,3,1,石橋守,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,,1:09.5,-0.6,,3-3,33.9-35.6,35.4,448(0),,,(マッチメイト),500.0
10,2005/07/16,2小倉1,曇,1,2歳未勝利,200510020101,,9,7,7,7.7,2,4,石橋守,54,1.0,0.0,1000,1.0,0.0,0.0,0.0,,1:00.5,0.3,,9-9,34.8-37.0,36.0,448(+8),,,ネイルカイザー,75.0
11,2005/06/26,3阪神4,晴,5,2歳新馬,200509030405,,11,8,10,56.5,7,4,石橋守,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,,1:16.3,1.2,,2-2,36.2-38.9,40.0,440(0),,,メイショウヨシヒサ,110.0
