,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/01/29,2京都2,曇,11,シルクロードS(G3),201708020211,,13,8,12,7.9,5,13,和田竜二,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,1.9,**,5-7,33.9-33.9,35.3,446(0),,,ダンスディレクター,
1,2016/10/02,4中山8,晴,11,スプリンターズS(G1),201606040811,,16,1,2,14.0,6,11,武豊,53,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.9,0.3,**,7-8,33.4-34.2,33.9,446(+8),,,レッドファルクス,
2,2016/08/28,2札幌4,晴,11,キーンランドC(G3),201601020411,,14,8,14,5.6,2,1,戸崎圭太,51,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,-0.1,**,5-5,34.1-34.4,34.0,438(+20),,,(シュウジ),"4,149.0"
3,2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,8,17,133.0,15,6,三浦皇成,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.1,0.3,**,3-3,34.3-35.1,35.1,418(-4),,,メジャーエンブレム,
4,2016/04/10,2阪神6,晴,11,桜花賞(G1),201609020611,,18,1,2,129.6,10,8,三浦皇成,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.9,**,12-12,34.8-34.3,34.4,422(-8),,,ジュエラー,
5,2016/03/05,1阪神3,晴,11,チューリップ賞(G3),201609010311,,16,5,10,12.6,5,14,岩田康誠,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,1.0,**,5-6,34.6-33.9,34.4,430(-2),,,シンハライト,
6,2015/12/13,5阪神4,晴,11,阪神ジュベナイルF(G1),201509050411,,18,6,11,7.8,3,3,岩田康誠,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,0.5,**,8-10,34.8-35.8,35.5,432(-10),,,メジャーエンブレム,"1,618.8"
7,2015/11/07,5京都1,曇,11,KBSファンタジーS(G3),201508050111,,12,5,6,2.8,1,3,岩田康誠,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.9,0.0,**,3-3,35.4-34.2,33.8,442(+10),,,キャンディバローズ,706.3
8,2015/07/26,2函館6,曇,11,函館2歳S(G3),201502020611,,16,5,9,3.2,1,1,岩田康誠,54,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:10.6,-0.6,**,9-5,34.1-36.5,35.7,432(-4),,,(メジャータイフーン),"3,056.7"
9,2015/06/27,1函館3,雨,5,2歳新馬,201502010305,,10,4,4,3.4,2,1,岩田康誠,54,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:10.5,0.0,**,4-3,34.5-36.0,35.7,436(0),,,(メジェルダ),700.0
