,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/02/04,2京都3,晴,11,大和S(OP),201708020311,,16,3,5,15.7,8,15,北村友一,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:12.3,1.1,**,12-13,34.5-36.7,36.2,498(-2),,,ワディ,
1,2017/01/07,1京都2,晴,11,淀短距離S(OP),201708010211,,16,4,7,19.7,8,4,北村友一,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,0.5,**,3-3,34.1-33.9,34.2,500(+2),,,セイウンコウセイ,350.0
2,2016/12/04,5阪神2,雨,11,タンザナイトS(OP),201609050211,,14,7,12,32.6,11,3,北村友一,54,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:22.2,0.1,**,1-1,35.7-34.4,34.5,498(+4),,,サンライズメジャー,584.3
3,2016/10/09,4京都2,晴,11,夕刊フジ杯オパールS(OP),201608040211,,13,6,8,10.7,7,9,ヴェロン,54,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:08.8,0.4,**,3-3,34.3-34.1,34.2,494(-2),,,ラインスピリット,
4,2016/09/11,4阪神2,晴,11,セントウルS(G2),201609040211,,13,6,8,36.4,8,10,古川吉洋,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.1,0.5,**,4-4,33.1-34.5,34.3,496(-2),,,ビッグアーサー,
5,2016/07/31,2新潟2,晴,11,アイビスサマーD(G3),201604020211,,13,7,11,9.3,4,4,蛯名正義,56,0.0,1.0,1000,0.0,1.0,0.0,0.0,**,0:54.6,0.5,**,,32.8-31.9,31.8,498(+2),,,ベルカント,590.0
6,2016/07/17,2福島6,晴,11,バーデンバーデンC(OP),201603020611,,13,8,13,3.4,1,4,蛯名正義,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,0.2,**,2-2,34.0-34.3,34.4,496(-2),,,オウノミチ,350.0
7,2016/04/23,3京都1,曇,11,彦根S(1600万下),201608030111,,18,7,13,6.1,3,1,古川吉洋,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.0,0.0,**,5-3,33.9-34.1,33.8,498(-2),,,(スナッチマインド),"1,857.8"
8,2016/03/27,2阪神2,曇,10,淀屋橋S(1600万下),201609020210,,14,6,9,3.5,1,2,川田将雅,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.4,0.0,**,7-7,33.3-35.1,33.9,500(-2),,,マルヨバクシン,738.6
9,2016/01/17,1中京2,曇,11,長篠S(1600万下),201607010211,,13,4,4,1.9,1,3,幸英明,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.1,0.1,**,1-1,33.9-34.1,34.2,502(+4),,,シンデレラボーイ,434.3
10,2015/12/06,4中京2,曇,10,浜松S(1600万下),201507040210,,17,6,12,3.1,1,2,ムーア,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.7,0.2,**,4-4,34.0-34.5,34.3,498(+2),,,ローレルベローチェ,661.2
11,2015/11/08,3福島4,雨,11,みちのくS(1600万下),201503030411,,16,5,10,6.3,3,2,鮫島克駿,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:10.0,0.2,**,4-4,34.3-35.5,35.4,496(-2),,,ゴールドペガサス,660.2
12,2015/10/04,4阪神9,晴,10,道頓堀S(1600万下),201509040910,,13,6,8,7.5,5,3,秋山真一,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.5,0.3,**,1-1,35.2-34.0,34.3,498(+4),,,サトノルパン,464.2
13,2015/09/05,2小倉11,曇,11,北九州短距離S(1600万下),201510021111,,11,8,10,3.2,1,2,川田将雅,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.9,0.1,**,2-2,34.1-33.7,33.5,494(0),,,メイショウライナー,737.0
