
2017/06/04,3東京2,晴,11,安田記念(G1),201705030211,,18,8,16,14.6,8,2,田辺裕信,58,芝1600,良,**,1:31.5,0.0,**,1-1,33.9-34.4,34.4,494(-4),,,サトノアラジン,"4,210.4"
2017/02/26,2中山2,晴,11,中山記念(G2),201706020211,,11,7,9,15.2,7,3,田辺裕信,58,芝1800,良,**,1:47.8,0.2,**,1-1-2-2,37.4-34.6,34.5,498(+4),,,ネオリアリズム,"1,611.2"
2016/12/11,シャティ,晴,,香港マイル(G1),2016H1121107,,14,,3,6.7,5,5,Ｍ．デム,57,芝1600,良,,1:33.6,,,,,,計不,,,,
2016/10/30,4東京9,曇,11,天皇賞(秋)(G1),201605040911,,15,3,5,43.2,9,5,田辺裕信,58,芝2000,良,**,1:59.9,0.6,**,3-3-4,36.9-34.2,34.5,496(-6),,,モーリス,"1,500.0"
2016/10/09,4東京2,曇,11,毎日王冠(G2),201605040211,,12,7,9,8.1,5,8,田辺裕信,58,芝1800,稍,**,1:47.6,1.0,**,3-3-3,35.8-34.5,35.1,502(+6),,,ルージュバック,
2016/06/05,3東京2,晴,11,安田記念(G1),201605030211,,12,5,6,36.9,8,1,田辺裕信,58,芝1600,良,**,1:33.0,-0.2,**,1-1,35.0-33.9,33.9,496(-2),,,(モーリス),"10,568.8"
2016/04/03,3中山4,曇,11,ダービー卿チャレンジ(G3),201606030411,,16,7,14,10.7,4,2,田辺裕信,58,芝1600,良,**,1:32.8,0.0,**,2-3-2,35.3-34.5,34.2,498(-4),,,マジックタイム,"1,616.2"
2016/02/28,2中山2,晴,11,中山記念(G2),201606020211,,11,3,3,9.9,5,7,田辺裕信,57,芝1800,良,**,1:46.6,0.7,**,2-2-3-3,36.5-34.9,35.3,502(+6),,,ドゥラメンテ,
2015/11/22,5京都6,曇,11,マイルチャンピオンS(G1),201508050611,,18,8,17,24.0,8,9,浜中俊,57,芝1600,良,**,1:33.4,0.6,**,6-6,34.6-33.8,34.0,496(0),,,モーリス,
2015/10/24,4東京6,晴,11,富士S(G3),201505040611,,16,7,14,9.5,3,3,Ｍ．デム,58,芝1600,良,**,1:32.9,0.2,**,2-2,35.1-33.7,33.8,496(-4),,,ダノンプラチナ,"1,008.5"
