
b'2017/04/15',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x9b\x87',b'9',b'\xe5\x85\xad\xe8\xa7\x92\xe5\xb7\x9d\xe8\xb3\x9e(OP)',b'',b'8',b'5',b'5',b'23.8',b'4',b'4',b'\xe5\xb1\xb1\xe5\x8f\xa3\xe5\x8b\xb2',b'55',b'\xe3\x83\x802000',b'\xe7\xa8\x8d',b'**',b'2:13.9',b'3.4',b'**',b'5-4-4-4',b'',b'42.0',b'491(+2)',b'',b'',b'\xe3\x82\xa6\xe3\x83\xab\xe3\x83\x88\xe3\x83\xa9\xe3\x82\xab\xe3\x82\xa4\xe3\x82\xb6\xe3\x83\xbc',b'5.0'
b'2017/03/20',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe9\x9b\xa8',b'10',b'\xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3\xe3\x82\xbf\xe3\x82\xb9\xe3\x83\x86\xe3\x82\xa3\xe3\x83\x83\xe3\x82\xaf\xe3\x82\xab',b'',b'8',b'6',b'6',b'22.4',b'6',b'5',b'\xe7\xab\xb9\xe5\x90\x89\xe5\xbe\xb9',b'56',b'\xe3\x83\x801400',b'\xe7\xa8\x8d',b'**',b'1:30.7',b'1.2',b'**',b'8-7-7-6',b'',b'39.1',b'489(0)',b'',b'',b'\xe3\x83\x80\xe3\x83\xb3\xe3\x82\xb7\xe3\x83\xb3\xe3\x82\xb0',b'1.1'
b'2017/02/25',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x9b\x87',b'11',b'\xe5\x98\x89\xe7\x80\xac\xe5\xb7\x9d\xe8\xb3\x9e(OP)',b'',b'8',b'7',b'7',b'16.3',b'3',b'4',b'\xe7\xab\xb9\xe5\x90\x89\xe5\xbe\xb9',b'56',b'\xe3\x83\x802000',b'\xe4\xb8\x8d',b'**',b'2:12.4',b'2.4',b'**',b'6-6-6-5',b'',b'38.0',b'489(-2)',b'',b'',b'\xe3\x82\xb3\xe3\x82\xa6\xe3\x82\xb6\xe3\x83\xb3\xe3\x82\xb4\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89',b'5.0'
b'2017/02/12',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x99\xb4',b'10',b'\xe3\x83\x90\xe3\x83\xac\xe3\x83\xb3\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\xb3C',b'',b'6',b'4',b'4',b'22.7',b'5',b'4',b'\xe5\xb1\xb1\xe5\x8f\xa3\xe5\x8b\xb2',b'56',b'\xe3\x83\x801400',b'\xe4\xb8\x8d',b'**',b'1:28.3',b'1.6',b'**',b'6-6-6-4',b'',b'36.8',b'491(-1)',b'',b'',b'\xe3\x82\xb3\xe3\x82\xa6\xe3\x82\xb6\xe3\x83\xb3\xe3\x82\xb4\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89',b'2.7'
b'2017/01/29',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x9b\x87',b'12',b'\xe7\x90\x83\xe7\xa3\xa8\xe5\xb7\x9d\xe8\xb3\x9e(OP)',b'',b'8',b'4',b'4',b'24.0',b'4',b'2',b'\xe7\xab\xb9\xe5\x90\x89\xe5\xbe\xb9',b'55',b'\xe3\x83\x801750',b'\xe8\x89\xaf',b'**',b'1:55.9',b'0.9',b'**',b'6-5-4-4',b'',b'39.9',b'492(+2)',b'',b'',b'\xe3\x82\xb3\xe3\x82\xa6\xe3\x82\xb6\xe3\x83\xb3\xe3\x82\xb4\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89',b'23.0'
b'2017/01/09',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x9b\x87',b'11',b'\xe6\x9c\x89\xe6\x98\x8e\xe6\xb5\xb7\xe7\x89\xb9\xe5\x88\xa5',b'',b'9',b'6',b'6',b'16.8',b'6',b'5',b'\xe7\xab\xb9\xe5\x90\x89\xe5\xbe\xb9',b'55',b'\xe3\x83\x801400',b'\xe4\xb8\x8d',b'**',b'1:29.1',b'1.1',b'**',b'6-6-6-6',b'',b'37.6',b'490(+5)',b'',b'',b'\xe3\x82\xb5\xe3\x83\x97\xe3\x83\xbc\xe3\x83\xab',b'2.6'
b'2016/12/10',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x99\xb4',b'11',b'\xe5\xb8\xab\xe8\xb5\xb0\xe8\xb3\x9e(OP)',b'',b'9',b'8',b'9',b'1.8',b'1',b'1',b'\xe5\xb1\xb1\xe5\x8f\xa3\xe5\x8b\xb2',b'56',b'\xe3\x83\x801800',b'\xe7\xa8\x8d',b'**',b'1:59.2',b'0.0',b'**',b'8-7-6-3',b'',b'40.2',b'485(+5)',b'',b'',b'(\xe3\x82\xa2\xe3\x83\xb3\xe3\x82\xb7\xe3\x83\xa3\xe3\x83\x83\xe3\x82\xaf\xe3\x83\xab\xe3\x83\x89)',b'60.0'
b'2016/11/20',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x9b\x87',b'11',b'\xe5\x88\x9d\xe5\x86\xac\xe7\x89\xb9\xe5\x88\xa5',b'',b'8',b'4',b'4',b'4.4',b'2',b'4',b'\xe5\xb1\xb1\xe5\x8f\xa3\xe5\x8b\xb2',b'56',b'\xe3\x83\x801750',b'\xe4\xb8\x8d',b'**',b'1:54.8',b'2.6',b'**',b'7-6-7-7',b'',b'38.8',b'480(0)',b'',b'',b'\xe3\x82\xb3\xe3\x82\xa6\xe3\x82\xb6\xe3\x83\xb3\xe3\x82\xb4\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89',b'2.8'
b'2016/10/22',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe9\x9b\xa8',b'11',b'\xe9\x8c\xa6\xe7\xa7\x8b\xe7\x89\xb9\xe5\x88\xa5',b'',b'9',b'2',b'2',b'1.7',b'1',b'4',b'\xe5\xb1\xb1\xe5\x8f\xa3\xe5\x8b\xb2',b'56',b'\xe3\x83\x801800',b'\xe4\xb8\x8d',b'**',b'1:57.6',b'0.3',b'**',b'7-7-7-5',b'',b'36.9',b'480(+1)',b'',b'',b'\xe3\x82\xb3\xe3\x82\xa6\xe3\x82\xae\xe3\x83\xa7\xe3\x82\xa6\xe3\x83\x8f\xe3\x83\xb3\xe3\x82\xb5\xe3\x83\xa0',b'2.8'
b'2016/10/09',b'\xe4\xbd\x90\xe8\xb3\x80',b'\xe6\x99\xb4',b'10',b'\xe3\x81\x95\xe3\x81\x96\xe3\x82\x93\xe3\x81\x8b\xe7\x89\xb9\xe5\x88\xa5',b'',b'12',b'6',b'7',b'1.8',b'1',b'2',b'\xe5\xb1\xb1\xe5\x8f\xa3\xe5\x8b\xb2',b'56',b'\xe3\x83\x801800',b'\xe4\xb8\x8d',b'**',b'1:58.9',b'0.0',b'**',b'9-8-5-4',b'',b'39.0',b'479(+3)',b'',b'',b'\xe3\x83\x80\xe3\x83\x8e\xe3\x83\xb3\xe3\x83\x9f\xe3\x83\xab',b'10.4'
