,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
10,2015/05/23,2東京9,晴,11,モンゴル大統領賞(OP),201505020911,,17,8,16,7.6,3,5,柴田善臣,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:45.0,0.3,**,12-10-9,35.3-35.1,34.0,532(+6),,,サトノアラジン,230.0
11,2015/04/26,3京都2,晴,11,読売マイラーズC(G2),201508030211,,18,6,11,19.4,7,8,岩田康誠,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.0,0.4,**,15-15,35.3-33.2,32.6,526(-10),,,レッドアリオン,
12,2014/12/27,5阪神7,曇,11,阪神C(G2),201409050711,,18,7,14,5.2,2,15,ブノワ,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,0.7,**,12-11,34.3-35.2,35.0,536(0),,,リアルインパクト,
13,2014/11/30,5東京9,曇,9,キャピタルS(OP),201405050909,,16,5,10,3.5,1,2,ブノワ,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.1,**,8-8,35.5-34.8,34.3,536(+4),,,シェルビー,850.0
14,2014/10/25,4東京6,晴,11,富士S(G3),201405040611,,16,2,4,7.6,3,4,柴田善臣,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,0.1,**,6-6,35.6-33.8,33.6,532(-2),,,ステファノス,600.0
15,2014/10/12,4東京2,晴,11,毎日王冠(G2),201405040211,,15,6,11,8.0,3,7,柴田善臣,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:45.6,0.4,**,14-14-14,35.4-34.3,33.1,534(+8),,,エアソミュール,
16,2014/05/11,2東京6,晴,11,NHKマイルC(G1),201405020611,,18,2,4,8.1,2,4,柴田善臣,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,0.1,**,17-18,34.6-34.8,33.2,526(-2),,,ミッキーアイル,"1,400.0"
17,2014/04/20,3中山8,曇,11,皐月賞(G1),201406030811,,18,6,11,11.6,6,10,柴田善臣,57,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:00.2,0.6,**,9-9-10-8,35.6-35.3,35.0,528(0),,,イスラボニータ,
18,2014/03/23,2中山8,晴,11,フジTVスプリングS(G2),201406020811,,15,2,2,5.6,3,1,Ｍ．デム,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.4,-0.2,**,9-9-5-3,35.8-36.0,35.3,528(0),,,(アジアエクスプレス),"5,324.6"
19,2014/02/02,1東京2,曇,6,3歳500万下,201405010206,,12,5,5,4.7,2,1,北村宏司,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.9,-0.2,**,5-5-4,35.9-34.7,34.4,528(+2),,,(オリハルコン),720.0
20,2013/11/24,5東京8,晴,7,ベゴニア賞(500万下),201305050807,,18,6,12,5.9,3,2,柴田善臣,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.6,0.1,**,9-10,35.6-34.6,34.0,526(+12),,,ショウナンワダチ,391.4
21,2013/10/06,4東京2,曇,3,2歳未勝利,201305040203,,12,7,9,2.1,1,1,柴田善臣,55,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.7,-0.4,**,5-5,35.8-34.8,34.3,514(-2),,,(サクラシュトローム),500.0
22,2013/07/07,2函館2,晴,5,2歳新馬,201302020205,,8,5,5,2.0,1,4,藤田伸二,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:56.1,0.5,**,5-6-5-5,40.0-34.9,34.9,516(0),,,サングラス,110.0
