,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/02/26,1阪神2,晴,11,阪急杯(G3),201709010211,,12,5,5,4.8,2,9,四位洋文,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.7,1.3,**,7-8,33.8-35.9,36.5,546(+10),,,トーキングドラム,
1,2016/12/24,5阪神8,晴,11,阪神C(G2),201609050811,,15,2,3,10.8,4,5,田辺裕信,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.1,0.2,**,8-8,34.9-35.4,34.8,536(+2),,,シュウジ,670.0
2,2016/10/09,4東京2,曇,11,毎日王冠(G2),201605040211,,12,8,12,29.9,8,11,北村宏司,57,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:47.9,1.3,**,3-5-6,35.8-34.5,35.1,534(+2),,,ルージュバック,
3,2016/08/14,2新潟6,晴,11,関屋記念(G3),201604020611,,18,6,11,4.5,2,5,Ｍ．デム,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.1,0.3,**,2-2,34.4-34.7,34.6,532(-4),,,ヤングマンパワー,390.0
4,2016/06/05,3東京2,晴,11,安田記念(G1),201605030211,,12,3,3,19.7,5,9,Ｍ．デム,58,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.6,0.6,**,10-11,35.0-33.9,33.7,536(+6),,,ロゴタイプ,
5,2016/05/14,2東京7,晴,11,京王杯スプリングC(G2),201605020711,,16,1,1,4.3,2,3,Ｍ．デム,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:19.8,0.2,**,6-6,34.6-33.5,33.1,530(+2),,,サトノアラジン,"1,516.4"
6,2015/12/26,5阪神7,晴,11,阪神C(G2),201509050711,,17,7,13,8.2,3,1,Ｍ．デム,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:21.4,0.0,**,4-4,34.8-34.8,34.5,528(+2),,,(ダンスディレクター),"6,623.2"
7,2015/11/15,5東京4,晴,11,オーロC(OP),201505050411,,18,2,4,6.1,2,1,柴田善臣,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:21.7,-0.2,**,8-9,35.5-34.3,33.5,526(-6),,,(アルバタックス),"2,244.8"
8,2015/08/30,2新潟10,小雨,10,朱鷺S(OP),201504021010,,17,8,16,6.1,3,3,柴田善臣,56,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:20.7,0.3,**,9-9,33.8-35.0,34.7,532(+8),,,ベステゲシェンク,555.1
9,2015/06/21,3阪神6,晴,11,米子S(OP),201509030611,,10,7,8,5.1,3,4,松山弘平,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.3,**,7-7,35.5-34.6,34.4,524(-8),,,スマートレイアー,330.0
