,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2014/12/28,4中山8,晴,10.0,有馬記念(G1),201406040810,,16.0,8.0,15,4.6,3,4,福永祐一,57.0,1.0,0.0,2500,0.0,0.0,1.0,0.0,**,2:35.5,0.2,**,13-13-13-12,31.1-34.6,33.4,504(+6),,,ジェンティルドンナ,"3,000.0"
1,2014/11/30,5東京9,晴,11.0,ジャパンC(G1),201405050911,,18.0,1.0,1,6.7,3,2,福永祐一,57.0,1.0,0.0,2400,0.0,0.0,1.0,0.0,**,2:23.8,0.7,**,10-8-8-8,36.0-35.2,35.1,498(0),,,エピファネイア,"10,109.2"
2,2014/10/05,フランス,,,凱旋門賞(G1),2014A8a00c05,,20.0,,7,,3,8,福永祐一,59.5,1.0,0.0,2400,0.0,0.0,1.0,0.0,,,,,,,,計不,,,,
3,2014/06/08,3東京2,小雨,11.0,安田記念(G1),201405030211,,17.0,5.0,10,1.7,1,1,柴田善臣,58.0,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:36.8,0.0,**,9-11,35.1-37.7,37.1,498(0),,,(グランプリボス),"10,361.2"
4,2014/03/29,アラブ首,,,ドバイデューティフリ(G1),2014C7a00807,,,,2,,1,1,福永祐一,57.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,,1:45.52,,,,,,計不,,,(),
5,2014/03/02,2中山2,雨,11.0,中山記念(G2),201406020211,,15.0,3.0,4,5.3,2,1,横山典弘,58.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.8,-0.6,**,3-4-4-3,37.3-36.9,36.6,502(+6),,,(アルキメデス),"6,106.4"
6,2013/10/27,4東京9,晴,11.0,天皇賞(秋)(G1),201305040911,,17.0,4.0,7,15.5,5,1,福永祐一,58.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:57.5,-0.7,**,11-10-9,35.0-35.3,34.6,496(-2),,,(ジェンティルドンナ),"13,586.4"
7,2013/10/06,4東京2,晴,11.0,毎日王冠(G2),201305040211,,11.0,8.0,10,9.3,6,2,柴田善臣,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:46.8,0.1,**,5-5-5,35.5-33.3,32.7,498(-8),,,エイシンフラッシュ,"2,422.0"
8,2013/08/11,2新潟6,晴,11.0,関屋記念(G3),201304020611,,18.0,8.0,16,2.8,1,2,福永祐一,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.7,0.2,**,16-15,34.5-34.6,33.2,506(+10),,,レッドスパーダ,"1,518.8"
9,2013/06/09,3東京4,晴,11.0,エプソムC(G3),201305030411,,14.0,8.0,13,6.2,3,2,福永祐一,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.7,0.0,**,14-11-11,35.1-34.7,32.7,496(+10),,,クラレント,"1,615.6"
10,2013/03/09,2中京1,晴,11.0,中日新聞杯(G3),201307020111,,18.0,5.0,9,5.9,2,8,バルジュ,57.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.3,0.7,**,13-13-13-10,35.9-35.6,35.3,486(-4),,,サトノアポロ,
11,2013/02/10,2京都6,晴,11.0,京都記念(G2),201308020611,,11.0,4.0,4,3.5,1,5,内田博幸,55.0,1.0,0.0,2200,0.0,0.0,1.0,0.0,**,2:13.2,0.7,**,3-4-5-5,36.6-34.6,34.9,490(+4),,,トーセンラー,600.0
12,2013/01/05,1中山1,曇,11.0,日刊スポ賞中山金杯(G3),201306010111,,16.0,5.0,9,3.4,1,3,内田博幸,56.5,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:59.9,0.4,**,10-10-11-13,36.0-35.0,34.5,486(0),,,タッチミーノット,"1,008.8"
13,2012/10/28,4東京9,曇,11.0,天皇賞(秋)(G1),201205040911,,18.0,6.0,11,28.3,8,6,内田博幸,56.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:57.8,0.5,**,5-5-6,34.8-36.6,34.0,486(-4),,,エイシンフラッシュ,
14,2012/10/07,4東京2,晴,11.0,毎日王冠(G2),201205040211,,16.0,4.0,7,61.6,12,2,柴田善臣,54.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.0,0.0,**,10-8-9,34.5-35.4,33.0,490(+8),,,カレンブラックヒル,"2,433.6"
15,2012/05/27,2東京12,晴,10.0,東京優駿(G1),201205021210,,18.0,2.0,4,112.9,15,11,秋山真一,57.0,1.0,0.0,2400,0.0,0.0,1.0,0.0,**,2:24.8,1.0,**,17-16-15-15,35.6-36.1,34.1,482(+8),,,ディープブリランテ,
16,2012/05/06,2東京6,曇,11.0,NHKマイルC(G1),201205020611,,18.0,7.0,14,10.0,4,6,福永祐一,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.3,0.8,**,15-16,35.1-34.6,34.2,474(-8),,,カレンブラックヒル,
17,2012/02/25,1阪神1,曇,11.0,アーリントンC(G3),201209010111,,13.0,8.0,13,4.1,2,1,福永祐一,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.3,-0.1,**,12-12,36.5-35.2,34.2,482(-10),,,(オリービン),"3,749.0"
18,2012/02/05,2京都4,曇,11.0,きさらぎ賞(G3),201208020411,,13.0,6.0,8,6.9,3,4,秋山真一,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.9,0.9,**,5-5,36.5-33.7,34.2,492(+4),,,ワールドエース,560.0
19,2011/11/19,5東京5,雨,11.0,東京スポーツ杯2歳S(G3),201105050511,,15.0,8.0,14,7.4,3,4,後藤浩輝,55.0,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:53.5,0.8,**,6-6-6,37.5-35.9,36.3,488(-2),,,ディープブリランテ,480.0
20,2011/09/04,4新潟8,晴,11.0,新潟2歳S(G3),201104040811,,18.0,6.0,11,1.7,1,2,福永祐一,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.9,0.1,**,11-12,36.0-33.1,32.6,490(-4),,,モンストール,"1,318.4"
21,2011/07/23,3新潟3,晴,5.0,2歳新馬,201104030305,,16.0,7.0,14,6.4,4,1,福永祐一,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.1,-0.8,**,4-2,37.3-33.4,33.3,494(0),,,(ラパージュ),700.0
