,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2009/08/02,2札幌2,曇,11,藻岩山特別(1000万下),200901020211,,14,8,14,20.2,7,13,四位洋文,57,0.0,1.0,1500,0.0,1.0,0.0,0.0,**,1:30.8,1.4,**,10-7-7,30.0-34.8,35.3,484(+2),,,ファイアーフロート,
1,2009/07/11,1札幌7,曇,11,サロベツ特別(1000万下),200901010711,,13,3,4,5.9,4,6,四位洋文,57,0.0,1.0,1500,0.0,1.0,0.0,0.0,**,1:29.3,0.6,**,10-9-9,29.3-35.3,35.1,482(-6),,,メジロチャンプ,
2,2009/06/20,1札幌1,曇,9,大通り特別(1000万下),200901010109,,11,4,4,7.5,3,10,四位洋文,57,1.0,0.0,1700,0.0,1.0,0.0,0.0,**,1:47.4,3.6,**,3-3-3-9,29.0-36.9,40.1,488(+10),,,クリールパッション,
3,2009/05/16,3京都7,小雨,10,桃山S(1600万下),200908030710,,16,3,6,6.4,3,9,四位洋文,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:52.1,1.1,**,1-1-1-1,37.2-37.0,38.1,478(0),,,ミダースタッチ,
4,2009/05/02,3京都3,晴,10,朱雀S(1600万下),200908030310,,18,6,11,6.3,3,7,四位洋文,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,0.6,**,15-15,35.2-34.4,33.9,478(-6),,,スズカコーズウェイ,
5,2009/03/22,1阪神8,雨,10,但馬S(1600万下),200909010810,,16,1,1,11.5,6,7,内田博幸,54,0.0,1.0,2000,1.0,0.0,0.0,0.0,**,2:05.3,0.9,**,3-3-4-5,37.6-37.3,37.9,484(0),,,イケトップガン,
6,2008/06/07,3東京5,晴,11,ユニコーンS(G3),200805030511,,16,2,4,4.3,2,11,武豊,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:37.3,2.2,**,3-3,34.6-36.2,38.1,484(+4),,,ユビキタス,
7,2008/05/11,2東京6,曇,11,NHKマイルC(G1),200805020611,,18,4,8,10.3,5,8,岩田康誠,57,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:35.7,1.5,**,13-11,34.6-35.0,35.4,480(+12),,,ディープスカイ,
8,2008/03/23,2中山8,晴,11,フジTVスプリングS(G2),200806020811,,16,1,2,3.7,2,12,安藤勝己,56,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:49.7,0.8,**,14-14-14-14,36.3-35.6,34.9,468(+2),,,スマイルジャック,
9,2008/02/11,1東京4,晴,11,共同通信杯(G3),200805010411,,16,5,10,1.5,1,5,安藤勝己,56,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:48.0,0.4,**,11-14-13,33.9-36.1,35.1,466(-8),,,ショウナンアルバ,400.0
10,2007/12/22,5阪神7,雨,11,ラジオNIKKEI杯(G3),200709050711,,13,8,13,2.7,1,2,安藤勝己,55,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:07.0,0.0,**,12-13-12-11,37.5-35.5,34.7,474(+4),,,サブジェクト,"1,314.2"
11,2007/11/17,5京都5,晴,6,2歳新馬,200708050506,,12,8,12,1.3,1,1,安藤勝己,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,-0.5,**,4-2,36.0-34.8,34.4,470(0),,,(グリッツェルン),700.0
