,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
10,2015/04/26,3京都2,晴,11,読売マイラーズC(G2),201508030211,,18,1,1,50.9,12,18,和田竜二,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,1.1,**,17-16,35.3-33.2,33.1,512(-4),,,レッドアリオン,
11,2015/03/15,2中山6,晴,10,東風S(OP),201506020610,,14,4,6,8.6,5,6,柴田大知,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.5,**,9-7-8,35.2-35.4,34.7,516(-10),,,クラリティシチー,
12,2015/02/08,1東京4,曇,11,東京新聞杯(G3),201505010411,,16,8,15,56.2,12,15,松岡正海,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:37.0,1.3,**,7-7,36.3-35.2,35.9,526(+38),,,ヴァンセンヌ,
13,2013/05/26,2東京12,晴,10,東京優駿(G1),201305021210,,18,7,13,37.3,7,15,柴田大知,57,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:25.2,0.9,**,11-14-13-13,35.0-35.2,34.5,488(+6),,,キズナ,
14,2013/05/05,2東京6,晴,11,NHKマイルC(G1),201305020611,,18,4,8,34.3,10,1,柴田大知,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.7,0.0,**,16-14,34.4-34.9,33.7,482(0),,,(インパルスヒーロー),"9,582.2"
15,2013/04/06,3中山5,雨,11,ニュージーランドT(G2),201306030511,,16,7,13,8.5,4,7,柴田大知,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,0.5,**,11-8-4,35.7-34.8,34.6,482(-4),,,エーシントップ,
16,2013/03/17,2中山8,晴,11,フジTVスプリングS(G2),201306020811,,16,8,15,34.4,11,3,柴田大知,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.1,0.3,**,8-9-9-10,36.8-35.6,34.7,486(-2),,,ロゴタイプ,"1,316.6"
17,2013/01/05,1中山1,曇,10,ジュニアC(OP),201306010110,,15,3,4,3.3,1,1,柴田大知,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.6,-0.1,**,2-2-2,36.6-34.5,34.3,488(-6),,,(マイネルブルズアイ),"1,937.1"
18,2012/12/15,5中山5,雨,9,ひいらぎ賞(500万下),201206050509,,15,7,12,3.2,1,1,松岡正海,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.4,0.0,**,3-2-3,35.6-35.7,35.7,494(+6),,,(クリノチョモランマ),985.7
19,2012/11/17,5東京5,小雨,11,東京スポーツ杯2歳S(G3),201205050511,,15,7,12,57.4,10,8,柴田大知,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:46.7,0.7,**,5-4-4,35.1-34.5,34.7,488(+2),,,コディーノ,
20,2012/10/27,4新潟5,晴,10,きんもくせい特別(500万下),201204040510,,10,6,6,5.6,2,2,丹内祐次,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.0,**,6-6,35.2-35.1,32.9,486(+8),,,ゴットフリート,387.6
21,2012/09/01,2札幌5,晴,11,札幌2歳S(G3),201201020511,,14,5,7,13.5,4,9,柴田大知,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.8,1.3,**,3-3-2-2,36.3-34.9,36.1,478(0),,,コディーノ,
22,2012/08/11,1札幌7,曇,9,コスモス賞(OP),201201010709,,8,5,5,6.5,3,2,三浦皇成,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.5,0.1,**,3-4-3-2,36.8-34.7,34.6,478(+8),,,ラウンドワールド,605.2
23,2012/06/23,2福島3,晴,5,2歳新馬,201203020305,,15,1,2,7.4,4,1,柴田大知,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:51.3,0.0,**,5-5-4-3,36.7-36.1,35.8,470(0),,,(ポップアップハート),700.0
