,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/10/02,4阪神8,晴,11,ポートアイランドS(OP),201609040811,,13,4,6,17.7,6,5,丹内祐次,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,0.6,**,4-3,36.6-33.8,34.2,508(+2),,,ウインプリメーラ,230.0
1,2016/08/28,2新潟10,晴,10,朱鷺S(OP),201604021010,,10,2,2,16.1,8,5,柴田大知,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.9,0.5,**,8-7,34.3-34.7,34.6,506(-4),,,ペイシャフェリス,230.0
2,2016/06/12,3東京4,曇,11,エプソムC(G3),201605030411,,18,2,3,55.0,11,18,丹内祐次,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.2,2.0,**,11-11-11,36.3-33.9,34.6,510(+2),,,ルージュバック,
3,2016/05/01,1新潟2,曇,11,谷川岳S(OP),201604010211,,15,4,6,20.9,9,3,丹内祐次,57,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:33.7,0.2,**,4-3,35.8-34.3,34.3,508(+12),,,ピークトラム,584.6
4,2016/03/27,2阪神2,曇,11,六甲S(OP),201609020211,,16,8,16,49.1,12,15,川須栄彦,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,1.4,**,12-10,35.5-34.2,34.9,496(-4),,,ダノンリバティ,
5,2016/03/13,2中山6,曇,10,東風S(OP),201606020610,,13,7,11,32.6,9,12,柴田大知,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.6,1.1,**,13-4-4,35.7-35.3,36.1,500(-24),,,インパルスヒーロー,
6,2015/10/24,4東京6,晴,11,富士S(G3),201505040611,,16,2,4,49.8,13,14,柴田大知,58,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.6,0.9,**,16-16,35.1-33.7,33.5,524(+2),,,ダノンプラチナ,
7,2015/10/04,4阪神9,晴,11,ポートアイランドS(OP),201509040911,,16,3,5,52.1,14,2,津村明秀,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,0.2,**,5-4,35.6-34.4,34.3,522(0),,,フルーキー,890.6
8,2015/09/13,4中山2,曇,11,京成杯オータムH(G3),201506040211,,16,6,11,100.0,15,13,石橋脩,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.0,0.7,**,6-4-4,35.4-34.6,35.0,522(+16),,,フラアンジェリコ,
9,2015/06/14,3東京4,曇,11,エプソムC(G3),201505030411,,13,7,10,64.7,9,11,柴田大知,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:46.6,1.2,**,8-7-7,35.6-34.6,35.4,506(-6),,,エイシンヒカリ,
