,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2011/08/07,4小倉4,曇,11,KBC杯(1600万下),201110040411,,16,6,11,29.5,6,10,国分恭介,57,1.0,0.0,1700,0.0,1.0,0.0,0.0,**,1:46.4,1.5,**,9-9-10-8,29.4-37.7,38.1,476(+14),,,スタッドジェルラン,
1,2011/07/09,4京都3,晴,10,枚方特別(1000万下),201108040310,,16,8,15,97.7,12,1,国分恭介,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.4,0.0,**,14-14,34.6-37.7,36.3,462(-14),,,(ウィキマジック),"1,506.4"
2,2010/09/26,2札幌6,晴,10,アカシヤ特別(1000万下),201001020610,,13,7,11,9.6,5,8,勝浦正樹,57,1.0,0.0,1700,0.0,1.0,0.0,0.0,**,1:47.2,0.8,**,7-4-4-2,30.1-38.5,39.1,476(-4),,,リアルヴィクトリー,
3,2010/08/22,1札幌4,晴,11,マカオJCT(1000万下),201001010411,,13,7,10,31.4,10,6,勝浦正樹,54,1.0,0.0,1700,0.0,1.0,0.0,0.0,**,1:46.0,0.7,**,1-1-1-1,29.2-38.0,38.7,480(+2),,,ビタースウィート,
4,2010/04/25,3京都2,晴,12,4歳上1000万下,201008030212,,15,7,12,17.2,8,13,川田将雅,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:13.2,2.0,**,3-4,34.7-36.5,37.9,478(+6),,,ネオフリーダム,
5,2010/04/04,2阪神4,晴,11,千種川特別(1000万下),201009020411,,15,8,15,11.3,4,15,浜中俊,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:23.1,1.6,**,5-5,34.9-34.7,35.7,472(0),,,ゴールデンガッツ,
6,2009/12/06,5阪神2,晴,8,3歳上1000万下,200909050208,,16,4,8,6.8,4,7,和田竜二,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:24.2,0.8,**,6-7,34.8-36.4,36.6,472(+4),,,ウインプレミアム,
7,2009/10/18,4京都4,晴,12,3歳上1000万下,200908040412,,16,1,2,2.8,1,7,和田竜二,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.0,0.5,**,8-8,33.4-38.3,37.9,468(0),,,スリーサンフレンチ,
8,2009/09/27,4阪神6,晴,9,新涼特別(1000万下),200909040609,,16,8,16,4.2,1,3,和田竜二,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.2,0.2,**,6-4,34.6-37.2,36.8,468(+4),,,ホットフレイバー,376.0
9,2009/06/27,3阪神3,晴,7,3歳上500万下,200909030307,,16,6,12,1.8,1,1,和田竜二,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.9,-0.4,**,6-6,34.4-37.3,36.8,464(+2),,,(メイショウイッキ),740.0
10,2009/02/28,1阪神1,晴,12,4歳上1000万下,200909010112,,16,4,7,3.4,1,7,和田竜二,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:25.3,0.6,**,6-6,35.7-36.7,36.6,462(-4),,,シルクレセプション,
11,2009/01/31,2京都1,曇,12,4歳上1000万下,200908020112,,13,3,3,3.8,2,4,和田竜二,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:23.5,0.1,**,7-5,34.5-36.8,36.4,466(-2),,,スペースフライト,160.0
12,2009/01/04,1京都1,晴,9,4歳上1000万下,200908010109,,16,5,10,3.2,2,4,秋山真一,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.4,0.5,**,2-2,34.5-37.4,37.8,468(+6),,,ハイエモーション,160.0
13,2008/12/13,5阪神3,晴,12,3歳上1000万下,200809050312,,16,4,8,3.1,1,2,安藤勝己,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.3,0.2,**,6-6,35.4-36.6,36.1,462(-10),,,ロードクルーザー,420.0
14,2008/11/15,5京都3,晴,10,円山特別(1000万下),200808050310,,16,3,5,4.1,2,8,安藤勝己,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.6,0.8,**,4-4,34.4-36.4,36.7,472(+10),,,マハーバリプラム,
15,2008/05/11,2東京6,曇,11,NHKマイルC(G1),200805020611,,18,6,12,28.4,11,18,安藤勝己,57,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:38.1,3.9,**,6-9,34.6-35.0,37.9,462(0),,,ディープスカイ,
16,2008/04/05,2阪神3,晴,8,3歳500万下,200809020308,,16,7,14,3.3,2,1,安藤勝己,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.3,-1.0,**,3-3,34.8-37.4,37.0,462(+6),,,(メイショウベルーガ),700.0
17,2008/01/13,1京都4,曇,3,3歳新馬,200808010403,,15,4,7,6.0,2,1,柴山雄一,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.5,-0.6,**,2-2,34.8-37.3,36.9,456(0),,,(メイショウボンハオ),700.0
