,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2011/04/23,3京都1,雨,11,オーストラリアT(OP),201108030111,,18,4,8,4.1,1,2,池添謙一,57,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:09.2,0.0,**,8-7,33.8-35.4,34.7,516(-2),,,パドトロワ,892.2
1,2011/03/27,2阪神2,晴,11,高松宮記念(G1),201109020211,,16,4,7,30.7,8,7,池添謙一,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.5,0.6,**,13-14,33.6-34.3,33.4,518(-2),,,キンシャサノキセキ,
2,2011/02/27,1阪神2,晴,11,阪急杯(G3),201109010211,,16,6,12,8.2,3,4,池添謙一,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:20.6,0.5,**,3-3,33.2-35.3,35.6,520(0),,,サンカルロ,600.0
3,2011/01/29,2京都1,晴,11,シルクロードS(G3),201108020111,,16,2,3,4.1,2,7,池添謙一,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,0.5,**,3-4,34.8-33.4,33.7,520(0),,,ジョーカプチーノ,
4,2010/11/27,6京都7,晴,11,京阪杯(G3),201008060711,,18,3,5,7.4,2,1,池添謙一,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,0.0,**,2-2,33.9-34.1,33.9,520(-10),,,(ケイアイアストン),"4,063.7"
5,2010/10/31,5京都8,雨,10,長岡京S(1600万下),201008050810,,16,3,5,6.4,2,1,池添謙一,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.7,-0.3,**,2-2,34.3-35.7,35.6,530(+22),,,(リーチコンセンサス),"1,817.8"
6,2009/03/29,2中京6,晴,11,高松宮記念(G1),200907020611,,18,8,17,42.1,11,9,池添謙一,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,0.7,**,9-10,33.1-34.9,35.2,508(0),,,ローレルゲレイロ,
7,2009/02/08,2京都4,晴,11,シルクロードS(G3),200908020411,,16,6,12,4.9,1,14,池添謙一,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.6,1.1,**,4-4,33.6-34.9,35.6,508(+4),,,アーバンストリート,
8,2008/12/21,5阪神6,曇,11,阪神C(G2),200809050611,,18,8,18,9.5,4,4,池添謙一,56,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.7,0.1,**,6-5,34.2-35.8,35.5,504(-4),,,マルカフェニックス,"1,100.0"
9,2008/11/29,5京都7,曇,11,京阪杯(G3),200808050711,,18,3,6,4.1,2,3,池添謙一,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.3,0.2,**,8-7,34.2-33.9,33.3,508(-4),,,ウエスタンダンサー,"1,009.6"
10,2008/11/08,5京都1,曇,11,京洛S(OP),200808050111,,18,7,15,2.9,1,1,池添謙一,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.8,-0.1,**,5-5,33.6-34.2,33.5,512(+8),,,(ウエスタンダンサー),"2,442.7"
11,2008/10/11,4東京1,晴,11,ペルセウスS(OP),200805040111,,16,8,15,12.5,3,16,中舘英二,54,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:25.3,2.6,**,5-5,34.8-36.1,38.2,504(0),,,バンブーエール,
12,2008/09/14,4阪神1,晴,10,セントウルS(G2),200809040110,,16,6,12,22.4,9,3,武幸四郎,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:07.7,0.4,**,1-1,33.5-33.8,34.2,504(+6),,,カノヤザクラ,"1,517.4"
13,2008/05/11,2東京6,曇,11,NHKマイルC(G1),200805020611,,18,2,3,19.5,9,6,池添謙一,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.5,1.3,**,6-8,34.6-35.0,35.5,498(-2),,,ディープスカイ,
14,2008/04/27,3京都2,晴,10,橘S(OP),200808030210,,13,3,3,2.4,1,1,池添謙一,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.5,-0.2,**,8-6,34.0-34.5,33.6,500(-6),,,(ミリオンウェーブ),"1,931.5"
15,2008/04/05,2阪神3,晴,7,3歳500万下,200809020307,,17,6,12,2.5,1,1,池添謙一,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.4,0.0,**,8-4,35.4-35.9,35.6,506(+4),,,(アグネスミヌエット),700.0
16,2008/02/02,1小倉5,曇,4,3歳新馬,200810010504,,18,8,18,2.4,1,1,中舘英二,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.7,-0.3,**,3-2,33.7-36.0,35.8,502(0),,,(サワヤカラスカル),700.0
