,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
12,2008/04/06,2阪神4,晴,11,産経大阪杯(G2),200809020411,,11,6,6,12.4,4,3,四位洋文,59,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:58.9,0.2,**,3-2-2-2,35.5-34.8,34.9,504(+16),,,ダイワスカーレット,"1,611.8"
13,2007/10/21,4京都7,晴,11,菊花賞(G1),200708040711,,18,5,10,8.4,4,1,四位洋文,57,1.0,0.0,3000,0.0,1.0,0.0,0.0,**,3:05.1,0.0,**,5-5-5-2,36.3-36.2,35.8,488(+4),,,(アルナスライン),"15,255.8"
14,2007/09/23,4阪神6,晴,11,神戸新聞杯(G2),200709040611,,15,7,13,18.2,5,2,四位洋文,56,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:24.8,0.1,**,4-4-3-2,35.5-35.4,35.4,484(-10),,,ドリームジャーニー,"2,234.0"
15,2007/06/24,3阪神4,小雨,11,宝塚記念(G1),200709030411,,18,7,15,55.5,11,15,松岡正海,53,1.0,0.0,2200,1.0,0.0,0.0,0.0,**,2:17.3,4.9,**,3-3-3-16,33.5-36.9,41.4,494(+6),,,アドマイヤムーン,
16,2007/05/27,3東京4,晴,10,東京優駿(G1),200705030410,,18,8,16,84.5,14,2,福永祐一,57,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:25.0,0.5,**,1-1-1-1,35.8-34.4,34.9,488(-6),,,ウオッカ,"7,146.0"
17,2007/05/06,2東京6,雨,11,NHKマイルC(G1),200705020611,,18,1,1,6.8,3,11,武幸四郎,57,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.4,1.1,**,4-6,34.2-35.8,36.5,494(+8),,,ピンクカメオ,
18,2007/04/15,3中山8,晴,11,皐月賞(G1),200706030811,,18,6,12,16.0,6,7,武幸四郎,57,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:00.4,0.5,**,4-4-3-3,35.5-35.9,35.6,486(-2),,,ヴィクトリー,
19,2007/02/11,2京都6,晴,11,きさらぎ賞(G3),200708020611,,8,7,7,9.1,3,1,武幸四郎,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.8,-0.3,**,1-1,36.4-35.0,35.0,488(0),,,(ナムラマース),"4,235.7"
20,2006/12/23,3阪神7,晴,11,ラジオNIKKEI杯(G3),200609030711,,11,4,4,8.0,4,5,四位洋文,55,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:02.5,0.4,**,7-7-4-3,36.6-35.2,35.1,488(-10),,,フサイチホウオー,320.0
21,2006/11/04,5東京1,晴,9,百日草特別(500万下),200605050109,,8,8,8,2.4,1,1,横山典弘,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.5,-0.1,**,2-2-2,36.0-34.5,34.5,498(-2),,,(サンツェッペリン),"1,018.2"
22,2006/10/15,4東京4,晴,5,2歳新馬,200605040405,,12,5,5,4.4,3,1,四位洋文,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:38.5,-0.3,**,4-4,37.2-34.5,34.2,500(0),,,(モハチビスティー),700.0
