,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2010/12/26,3小倉8,曇,11,筥崎特別(1000万下),201010030811,,16,3,5,144.3,13,16,高倉稜,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:50.0,2.1,**,10-11-14-15,36.3-35.0,35.6,544(+22),,,ラフォルジュルネ,
1,2010/10/10,5京都2,晴,9,清滝特別(1000万下),201008050209,,9,4,4,33.0,7,8,太宰啓介,57,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:49.1,0.5,**,3-3,36.0-34.6,34.8,522(-12),,,カミダノミ,
2,2010/09/20,2札幌4,雨,10,道新スポーツ賞(1000万下),201001020410,,11,6,7,13.6,6,6,吉田隼人,55,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:50.6,0.5,**,8-7-6-3,36.5-36.3,36.3,534(+12),,,イチブン,
3,2010/08/21,1札幌3,晴,8,タイランドC(500万下),201001010308,,14,8,13,22.6,7,1,吉田隼人,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:49.4,0.0,**,8-5-2-1,36.6-35.1,35.0,522(-8),,,(トーセンピナクル),"1,085.0"
4,2010/08/07,2函館7,晴,8,湯浜特別(500万下),201002020708,,11,6,6,24.1,6,2,吉田隼人,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:49.7,0.2,**,11-9-2-2,36.6-36.2,36.3,530(0),,,レインボーダリア,428.4
5,2010/07/24,2函館3,曇,12,3歳上500万下,201002020312,,13,8,13,97.3,12,7,吉田稔,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:48.0,0.9,**,3-3-2-2,35.1-35.6,36.3,530(0),,,ダノンヒデキ,
6,2010/03/27,2阪神1,晴,8,4歳上500万下,201009020108,,14,3,3,6.9,3,11,武豊,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:57.1,2.8,**,10-10-11-10,38.8-37.5,39.3,530(-6),,,アイアムピカイチ,
7,2010/02/21,1東京8,晴,6,4歳上500万下,201005010806,,16,8,16,71.6,11,11,吉田隼人,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:50.3,1.3,**,15-14-14,35.8-34.3,34.3,536(+8),,,ファビラスボーイ,
8,2009/11/21,3福島9,曇,8,3歳上500万下,200903030908,,14,3,3,31.7,11,12,吉田隼人,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:49.4,0.6,**,12-11-12-11,36.0-35.7,35.5,528(+2),,,ブルーモーリシャス,
9,2009/11/01,3福島4,晴,9,3歳上500万下,200903030409,,16,1,2,28.8,8,5,吉田隼人,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:48.1,0.7,**,8-8-6-6,35.2-36.0,36.0,526(+14),,,ソラヲカケル,72.0
10,2009/10/11,4京都2,晴,8,3歳上500万下,200908040208,,18,4,7,57.8,14,17,藤田伸二,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:47.7,1.8,**,1-1,34.5-34.9,36.7,512(-8),,,キングストリート,
11,2008/09/07,3新潟8,晴,9,瓢湖特別(500万下),200804030809,,18,2,4,22.2,10,16,蛯名正義,57,0.0,1.0,2400,1.0,0.0,0.0,0.0,**,2:31.5,3.2,**,3-3-5-8,34.5-38.5,40.4,520(+8),,,リヴィエラブルー,
12,2008/08/16,3小倉1,曇,12,3歳上500万下,200810030112,,13,8,12,3.2,2,9,幸英明,57,0.0,1.0,2000,1.0,0.0,0.0,0.0,**,2:04.8,1.5,**,2-2-2-3,35.4-37.3,38.5,512(0),,,フライングメリッサ,
13,2008/08/02,2小倉5,晴,11,青島特別(500万下),200810020511,,11,7,9,8.0,5,3,芹沢純一,57,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:01.4,0.2,**,1-1-1-1,36.0-35.6,35.8,512(+2),,,ウィルビーキング,264.6
14,2008/07/13,3阪神8,晴,8,3歳上500万下,200809030808,,14,3,3,34.7,10,2,芹沢純一,57,0.0,1.0,2200,0.0,0.0,1.0,0.0,**,2:15.4,0.0,**,2-2-3-4,36.0-37.0,36.7,510(+6),,,マルモコウテイ,300.0
15,2008/06/28,3阪神3,小雨,9,和田岬特別(500万下),200809030309,,14,6,9,39.5,10,10,芹沢純一,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:47.7,0.8,**,2-2,34.6-36.0,36.6,504(-2),,,ミダースタッチ,
16,2008/06/21,3阪神1,曇,12,3歳上500万下,200809030112,,18,5,10,31.7,9,11,船曳文士,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.8,1.2,**,15-14,35.0-35.5,35.8,506(+2),,,グッドキララ,
17,2008/05/17,3京都7,晴,12,鴨川特別(1000万下),200808030712,,13,4,4,22.9,7,13,石橋守,57,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:02.6,3.5,**,2-2-2-3,36.0-35.5,38.8,504(-14),,,ミヤビランベリ,
18,2008/03/02,1阪神2,晴,12,4歳上1000万下,200809010212,,10,7,7,41.6,9,10,長谷川浩,57,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:08.6,2.7,**,1-1-1-1,36.3-37.1,39.8,518(+16),,,ビードラスティック,
19,2007/07/28,2小倉5,晴,9,高千穂特別(1000万下),200710020509,,15,5,9,15.7,5,6,渡辺薫彦,53,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:00.0,0.8,**,6-6-7-7,35.0-35.4,35.6,502(-13),,,バブルウイズアラン,
20,2007/07/11,大井,曇,11,ジャパンダートダービ(G1),200744071111,,16,2,3,27.5,6,6,内田博幸,56,1.0,0.0,2000,1.0,0.0,0.0,0.0,**,2:05.5,2.6,**,11-11-11-10,34.7-37.7,39.5,515(+3),,,フリオーソ,
21,2007/06/09,3東京7,曇,10,エーデルワイスS(1000万下),200705030710,,17,1,1,18.0,7,10,長谷川浩,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,1.0,**,1-1,34.5-35.5,36.5,512(-2),,,ハイソサエティー,
22,2007/05/26,2中京3,晴,10,白百合S(OP),200707020310,,13,3,3,35.9,9,7,長谷川浩,56,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:47.5,0.3,**,3-3-3-4,35.4-35.1,35.0,514(-2),,,オースミダイドウ,
23,2007/05/06,2東京6,雨,11,NHKマイルC(G1),200705020611,,18,4,7,74.9,16,18,長谷川浩,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.9,1.6,**,12-10,34.2-35.8,36.7,516(+6),,,ピンクカメオ,
