,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/06/03,園田,晴,10,神河町カーミン特別A,201650060310,,12,5,6,54.8,9,4,西川進也,54,1.0,0.0,1230,0.0,0.0,1.0,0.0,**,1:17.1,0.6,**,12-12-8-7,,36.9,505(-4),,,マルトクスパート,11.2
1,2016/05/19,園田,晴,8,A1,201650051908,,8,4,4,48.4,8,4,西川進也,54,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:30.1,1.1,**,7-8-7-7,,39.3,509(0),,,マイアリエス,11.2
2,2016/04/29,園田,晴,9,スカパー!地方競馬ナ,201650042909,,12,6,8,6.6,4,6,西川進也,55,1.0,0.0,1230,0.0,1.0,0.0,0.0,**,1:20.7,1.2,**,6-8-4-4,,39.5,509(+1),,,エイシンアクロン,
3,2016/04/06,園田,晴,11,JRA交流由良川特別,201650040611,,12,8,12,17.1,3,3,西川進也,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:30.3,1.6,**,7-7-5-3,,38.7,508(-4),,,シルバーソード,18.0
4,2016/03/16,園田,晴,11,川西源氏特別A2,201650031611,,10,6,6,13.1,7,1,西川進也,56,1.0,0.0,1230,0.0,0.0,0.0,1.0,**,1:18.1,0.0,**,8-7-7-7,,37.5,512(+2),,,(スマイルヴィジット),100.0
5,2016/02/19,園田,晴,9,上郡町赤松円心特別A,201650021909,,9,2,2,14.9,5,3,西川進也,54,1.0,0.0,1230,0.0,0.0,1.0,0.0,**,1:19.4,0.6,**,4-3-3-2,,38.4,510(-1),,,エーシングリズリー,15.6
6,2016/02/03,園田,晴,11,もんげー岡山!杯A2,201650020311,,12,5,6,39.2,5,6,西川進也,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:31.0,0.9,**,8-9-7-6,,39.5,511(+4),,,タガノプリンス,
7,2016/01/13,園田,曇,10,アクアマリン特別A2,201650011310,,12,7,10,9.2,4,5,西川進也,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:31.3,1.0,**,9-8-7-6,,39.7,507(-2),,,ランドクイーン,5.0
8,2015/12/30,園田,晴,10,日高軽種馬農業協同組,201550123010,,12,5,5,64.1,10,6,西川進也,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:30.4,1.0,**,7-7-6-5,,38.6,509(+2),,,バズーカ,
9,2015/12/03,園田,曇,10,JRA交流円山川特別,201550120310,,12,7,9,27.8,7,7,西川進也,56,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:29.7,1.5,**,5-4-3-4,,39.7,507(+5),,,カジノプレイヤー,
10,2015/11/12,園田,晴,10,加古川くつした特別A,201550111210,,12,5,5,41.9,9,6,西川進也,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:29.6,0.5,**,12-12-10-5,,38.7,502(0),,,アクロマティック,
11,2015/10/21,園田,晴,10,JRA交流夢前川特別,201550102110,,11,4,4,15.3,6,6,西川進也,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:30.2,1.5,**,8-8-5-5,,39.4,502(+2),,,サンレイルージュ,
12,2015/10/09,園田,晴,9,A1,201550100909,,8,4,4,3.3,2,7,西川進也,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:31.3,1.9,**,2-2-2-2,,41.0,500(+4),,,エーシンスパイシー,
13,2015/09/25,園田,曇,7,A1A2,201550092507,,7,3,3,3.9,3,3,西川進也,56,1.0,0.0,1230,1.0,0.0,0.0,0.0,**,1:18.2,0.5,**,6-6-1-2,,38.3,496(+2),,,エーシングリズリー,16.8
14,2015/07/19,2福島6,晴,11,バーデンバーデンC(OP),201503020611,,14,2,2,102.9,14,12,森一馬,52,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.6,0.7,**,4-4,33.9-34.0,34.4,494(+10),,,バーバラ,
15,2015/07/05,3中京2,曇,11,CBC賞(G3),201507030211,,17,6,11,199.8,16,15,森一馬,52,0.0,1.0,1200,0.0,0.0,0.0,1.0,**,1:10.5,1.4,**,2-2,33.4-35.7,37.0,484(-8),,,ウリウリ,
16,2015/05/31,3京都12,晴,10,安土城S(OP),201508031210,,17,3,5,156.4,17,15,加藤祥太,53,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:20.9,1.9,**,4-5,34.0-34.0,35.2,492(+8),,,ウリウリ,
17,2015/05/10,3京都6,晴,11,鞍馬S(OP),201508030611,,14,7,11,30.5,12,13,北村友一,53,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.3,0.9,**,12-12,33.0-34.4,33.5,484(-20),,,スギノエンデバー,
18,2015/03/08,1阪神4,曇,10,ポラリスS(OP),201509010410,,16,4,7,26.5,10,9,川須栄彦,53,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:22.5,1.0,**,15-15,34.5-35.5,35.3,504(+6),,,ニシケンモノノフ,
19,2015/01/12,1京都5,晴,11,淀短距離S(OP),201508010511,,16,3,6,28.9,8,12,川須栄彦,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.2,0.7,**,7-7,34.9-33.6,33.8,498(+10),,,エイシンブルズアイ,
20,2014/12/13,4中山3,晴,11,ラピスラズリS(OP),201406040311,,16,3,6,18.8,10,12,中谷雄太,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.1,0.8,**,8-8,33.9-34.4,34.7,488(-4),,,プリンセスメモリー,
21,2014/11/09,5京都2,小雨,10,京洛S(OP),201408050210,,17,6,12,51.7,13,6,中谷雄太,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:07.9,0.5,**,16-15,33.4-34.0,32.7,492(0),,,ワキノブレイブ,
22,2014/10/19,3福島2,晴,11,福島民友C(OP),201403030211,,16,2,4,25.7,10,6,中谷雄太,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:07.9,0.8,**,11-11,33.8-33.3,33.3,492(-2),,,アンバルブライベン,
23,2014/08/31,2札幌4,晴,11,キーンランドC(G3),201401020411,,16,7,13,117.7,14,16,松岡正海,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:10.5,1.5,**,2-3,34.1-34.9,36.3,494(+2),,,ローブティサージュ,
24,2014/08/17,1札幌8,晴,11,UHB賞(OP),201401010811,,16,1,1,24.1,8,9,松岡正海,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.3,0.3,**,13-12,34.3-34.7,34.0,492(+2),,,マヤノリュウジン,
25,2014/07/06,3中京2,曇,11,CBC賞(G3),201407030211,,16,2,4,36.7,11,12,川須栄彦,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.3,0.7,**,9-10,34.2-34.4,34.1,490(-2),,,トーホウアマポーラ,
26,2014/06/22,1函館4,晴,11,函館スプリントS(G3),201402010411,,14,7,11,71.0,11,12,吉田隼人,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.2,0.7,**,3-3,33.8-34.7,35.2,492(-6),,,ガルボ,
27,2014/04/13,3中山6,晴,11,春雷S(OP),201406030611,,15,8,14,9.0,5,12,松岡正海,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,0.8,**,6-6,33.1-34.8,34.6,498(0),,,アフォード,
