,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/11/20,5京都6,曇,11,マイルチャンピオンS(G1),201608050611,,18,5,9,30.9,11,18,Ｍ．デム,57.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:38.1,5.0,**,12-18,34.4-35.6,39.2,450(0),,,ミッキーアイル,
1,2016/10/29,4京都8,曇,11,毎日放送賞スワンS(G2),201608040811,,18,1,2,24.5,8,2,和田竜二,56.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.9,0.2,**,9-8,34.4-34.5,34.1,450(+2),,,サトノアラジン,"2,436.4"
2,2016/10/02,4中山8,晴,11,スプリンターズS(G1),201606040811,,16,5,9,97.3,14,7,和田竜二,57.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.8,0.2,**,5-5,33.4-34.2,34.0,448(-14),,,レッドファルクス,
3,2016/08/28,2札幌4,晴,11,キーンランドC(G3),201601020411,,14,6,9,15.6,5,8,ルメール,57.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.1,0.6,**,10-10,34.1-34.4,34.1,462(+10),,,ブランボヌール,
4,2016/03/27,2中京6,曇,11,高松宮記念(G1),201607020611,,18,4,7,26.5,8,18,和田竜二,57.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,1.5,**,5-4,32.7-34.0,34.8,452(0),,,ビッグアーサー,
5,2016/01/31,2京都2,晴,11,シルクロードS(G3),201608020211,,16,3,5,8.2,4,6,和田竜二,57.5,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:08.5,0.6,**,7-7,33.7-34.2,33.6,452(0),,,ダンスディレクター,
6,2015/11/29,5京都9,曇,12,京阪杯(G3),201508050912,,15,2,2,15.6,4,1,和田竜二,56.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.4,0.0,**,4-4,34.0-33.4,33.1,452(-2),,,(ビッグアーサー),"3,863.0"
7,2015/10/31,4京都8,晴,11,毎日放送賞スワンS(G2),201508040811,,15,1,1,7.6,3,8,浜中俊,56.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.6,0.4,**,5-7,34.6-34.1,34.0,454(-2),,,アルビアーノ,
8,2015/10/04,4阪神9,晴,10,道頓堀S(1600万下),201509040910,,13,7,10,3.2,1,1,福永祐一,57.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.2,-0.1,**,8-7,35.2-34.0,33.4,456(0),,,(アドマイヤナイト),"1,849.4"
9,2015/06/21,3阪神6,晴,11,米子S(OP),201509030611,,10,4,4,3.7,2,8,川島信二,56.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.5,1.5,**,6-5,35.5-34.6,35.8,456(-4),,,スマートレイアー,
10,2015/05/16,2東京7,曇,11,京王杯スプリングC(G2),201505020711,,18,5,9,6.0,3,6,ルメール,56.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.8,0.2,**,11-7,36.0-33.7,33.4,460(+2),,,サクラゴスペル,
11,2015/03/29,2阪神2,曇,11,六甲S(OP),201509020211,,17,2,4,5.5,4,2,小牧太,57.0,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.3,0.6,**,6-5,35.9-35.0,35.1,458(+6),,,テイエムタイホー,890.6
12,2014/12/07,5阪神2,晴,11,タンザナイトS(OP),201409050211,,11,6,6,2.9,1,1,和田竜二,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.7,0.0,**,10-8,35.4-34.6,33.9,452(-2),,,(ニシノビークイック),"2,127.3"
13,2014/11/16,5東京4,晴,11,オーロC(OP),201405050411,,17,5,9,4.9,2,3,川島信二,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.3,0.1,**,12-12,34.2-34.7,33.4,454(0),,,ダノンプログラマー,535.2
14,2014/10/05,4阪神8,曇,11,ポートアイランドS(OP),201409040811,,13,2,2,8.2,4,4,松山弘平,54.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.0,0.1,**,11-12,36.5-33.5,32.9,454(-6),,,オリービン,320.0
15,2014/06/01,2東京12,晴,10,東京優駿(G1),201405021210,,17,7,15,148.7,14,14,小牧太,57.0,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:26.3,1.7,**,16-15-16-15,34.9-34.4,34.9,460(+6),,,ワンアンドオンリー,
16,2014/05/11,2東京6,晴,11,NHKマイルC(G1),201405020611,,18,4,8,8.9,4,9,武豊,57.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.6,0.4,**,6-7,34.6-34.8,34.3,454(+6),,,ミッキーアイル,
17,2014/03/22,2中京4,晴,11,中スポ賞ファルコンS(G3),201407020411,,18,3,6,4.3,3,2,小牧太,56.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.2,0.0,**,13-10,33.0-36.3,35.4,448(-2),,,タガノグランパ,"1,519.0"
