,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
12,2015/09/13,4中山2,曇,11,京成杯オータムH(G3),201506040211,,16,5,9,7.1,4,16,川須栄彦,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.2,0.9,**,3-4-4,35.4-34.6,35.3,478(-2),,,フラアンジェリコ,
13,2015/08/16,2新潟6,晴,11,関屋記念(G3),201504020611,,12,8,12,4.7,2,1,川須栄彦,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.6,-0.1,**,1-1,36.4-33.3,33.3,480(-4),,,(マジェスティハーツ),"3,844.8"
14,2015/07/26,3中京8,晴,11,トヨタ賞中京記念(G3),201507030811,,16,6,11,4.9,2,8,川須栄彦,57.5,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,0.3,**,10-11-13,34.7-35.2,34.7,484(-4),,,スマートオリオン,
15,2015/06/07,3東京2,晴,11,安田記念(G1),201505030211,,17,4,8,22.2,7,8,川須栄彦,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.7,0.7,**,3-4,34.3-34.7,35.1,488(+4),,,モーリス,
16,2015/04/26,3京都2,晴,11,読売マイラーズC(G2),201508030211,,18,7,15,22.4,8,1,川須栄彦,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.6,0.0,**,3-3,35.3-33.2,32.9,484(0),,,(サンライズメジャー),"5,837.2"
17,2015/02/22,2京都8,曇,11,洛陽S(OP),201508020811,,16,7,13,6.0,3,1,川須栄彦,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.6,-0.2,**,3-2,35.2-34.5,34.3,484(-12),,,(ラインスピリット),"2,240.6"
18,2014/12/20,5阪神5,雨,11,リゲルS(OP),201409050511,,9,5,5,2.5,1,8,小牧太,56.0,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:39.4,2.6,**,9-9,36.3-36.6,36.7,496(+2),,,アーデント,
19,2014/11/23,5京都6,晴,11,マイルチャンピオンS(G1),201408050611,,17,3,5,23.3,10,14,小牧太,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.9,1.4,**,9-6,33.7-34.8,35.7,494(+6),,,ダノンシャーク,
20,2014/10/25,4東京6,晴,11,富士S(G3),201405040611,,16,6,11,9.1,5,3,小牧太,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.3,0.1,**,12-12,35.6-33.8,32.8,488(+4),,,ステファノス,"1,008.2"
21,2014/09/14,4阪神2,晴,10,西宮S(1600万下),201409040210,,8,5,5,3.9,2,1,小牧太,57.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.4,-0.3,**,7-8,35.9-33.6,32.8,484(+2),,,(バッドボーイ),"1,807.5"
22,2014/06/01,3京都12,晴,10,安土城S(OP),201408031210,,13,7,11,3.3,2,9,川須栄彦,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.1,0.6,**,5-4,36.1-33.2,33.3,482(+6),,,ウイングザムーン,
23,2014/04/27,3京都2,晴,11,読売マイラーズC(G2),201408030211,,16,6,11,19.0,6,4,川須栄彦,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.0,0.6,**,1-1,34.9-33.6,34.2,476(0),,,ワールドエース,860.0
24,2014/04/06,3中山4,曇,11,ダービー卿チャレンジ(G3),201406030411,,16,2,4,4.5,2,14,蛯名正義,56.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.8,1.2,**,8-10-11,34.8-36.7,37.2,476(-6),,,カレンブラックヒル,
25,2014/01/18,1中山6,晴,11,ニューイヤーS(OP),201406010611,,16,6,12,2.4,1,1,蛯名正義,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,-0.3,**,6-7-7,34.9-35.4,34.7,482(-2),,,(セイルラージ),"2,135.0"
26,2013/12/14,5阪神5,晴,11,リゲルS(OP),201309050511,,17,4,8,5.9,2,2,Ｍ．デム,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.6,0.0,**,1-1,34.8-35.0,35.0,484(+2),,,トリップ,851.4
27,2013/11/23,5東京7,晴,11,キャピタルS(OP),201305050711,,18,1,1,9.4,5,7,内田博幸,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.5,0.3,**,17-17,35.0-34.3,33.3,482(+6),,,サトノギャラント,
28,2013/10/19,4東京6,曇,11,富士S(G3),201305040611,,15,4,7,10.4,5,6,川須栄彦,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.8,0.3,**,11-11,35.8-33.8,33.3,476(0),,,ダノンシャーク,
29,2013/09/29,4阪神9,晴,11,ポートアイランドS(OP),201309040911,,17,1,1,2.7,1,13,川田将雅,53.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.2,1.3,**,8-9,33.8-36.1,36.3,476(+4),,,ドリームバスケット,
30,2013/05/05,2東京6,晴,11,NHKマイルC(G1),201305020611,,18,3,6,6.9,3,4,川須栄彦,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.0,0.3,**,17-18,34.4-34.9,33.6,472(+2),,,マイネルホウオウ,"1,400.0"
31,2013/04/06,3中山5,雨,11,ニュージーランドT(G2),201306030511,,16,2,4,6.9,3,2,川須栄彦,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.8,0.0,**,6-3-4,35.7-34.8,34.5,470(+2),,,エーシントップ,"2,132.0"
32,2013/03/17,2中京4,晴,10,フローラルウォーク賞(500万下),201307020410,,15,6,11,2.0,1,1,川須栄彦,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.5,-0.6,**,2-4-4,36.6-34.3,34.0,468(-8),,,(サトノプレステージ),891.3
33,2013/02/23,1阪神1,曇,11,アーリントンC(G3),201309010111,,10,2,2,6.3,4,3,福永祐一,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,0.3,**,5-6,35.9-34.1,33.9,476(0),,,コパノリチャード,935.5
34,2013/01/06,1京都2,晴,11,日刊スポシンザン記念(G3),201308010211,,16,5,9,9.4,4,5,福永祐一,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.7,0.4,**,10-11,34.6-35.7,35.2,476(-10),,,エーシントップ,370.0
35,2012/12/08,5阪神3,晴,4,2歳未勝利,201209050304,,12,7,9,3.3,2,1,福永祐一,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.7,-0.4,**,1-1,34.3-36.1,36.1,486(-6),,,(ヘミングウェイ),500.0
36,2012/11/17,5京都5,雨,2,2歳未勝利,201208050502,,18,3,5,2.9,2,3,福永祐一,55.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.8,0.2,**,7-7,35.8-35.7,35.3,492(+6),,,ラブラバード,130.0
37,2012/10/20,4京都6,晴,3,2歳未勝利,201208040603,,8,6,6,1.5,1,4,小牧太,55.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:48.8,0.2,**,4-4,37.2-35.0,34.9,486(+2),,,リジェネレーション,75.0
38,2012/09/29,4阪神8,曇,3,2歳未勝利,201209040803,,12,6,8,3.1,2,2,小牧太,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.6,0.0,**,9-9,35.1-34.4,33.6,484(-2),,,ディアマイベイビー,200.0
39,2012/09/17,4阪神5,晴,5,2歳新馬,201209040505,,9,1,1,3.5,3,2,小牧太,54.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.8,0.1,**,3-3,37.5-35.0,34.8,486(0),,,タガノミューチャン,280.0
