,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/03/26,2中京6,小雨,11,高松宮記念(G1),201707020611,,18,3,5,274.5,18,17,菱田裕二,57.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.3,1.6,**,18-18,33.8-34.9,35.0,484(-2),,,セイウンコウセイ,
1,2017/03/04,2中山3,曇,11,夕刊フジオーシャンS(G3),201706020311,,16,4,8,18.9,8,12,田辺裕信,56.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.0,0.7,**,3-3,33.6-34.7,35.3,486(0),,,メラグラーナ,
2,2016/12/24,5阪神8,晴,11,阪神C(G2),201609050811,,15,7,14,200.3,12,15,シュミノ,57.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.9,2.0,**,3-3,34.9-35.4,37.1,486(-4),,,シュウジ,
3,2016/11/27,5京都8,雨,12,京阪杯(G3),201608050812,,18,7,15,52.6,12,16,和田竜二,58.0,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:13.0,2.7,**,11-10,34.1-36.2,37.3,490(+12),,,ネロ,
4,2016/10/02,4中山8,晴,11,スプリンターズS(G1),201606040811,,16,5,10,102.5,15,14,川須栄彦,57.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.1,0.5,**,13-13,33.4-34.2,33.4,478(+4),,,レッドファルクス,
5,2016/09/11,4阪神2,晴,11,セントウルS(G2),201609040211,,13,4,5,25.4,7,6,武豊,56.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,0.4,**,8-9,33.1-34.5,33.6,474(-4),,,ビッグアーサー,
6,2016/08/14,2新潟6,晴,11,関屋記念(G3),201604020611,,18,5,10,37.0,9,12,内田博幸,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.6,0.8,**,1-1,34.4-34.7,35.5,478(-6),,,ヤングマンパワー,
7,2016/06/05,3東京2,晴,11,安田記念(G1),201605030211,,12,8,12,166.4,12,10,川須栄彦,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.8,0.8,**,10-11,35.0-33.9,33.9,484(-6),,,ロゴタイプ,
8,2016/04/24,3京都2,曇,11,読売マイラーズC(G2),201608030211,,15,6,11,17.2,7,14,川須栄彦,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.5,1.9,**,3-3,34.1-34.7,36.4,490(+6),,,クルーガー,
9,2016/02/21,1小倉4,晴,11,小倉大賞典(G3),201610010411,,16,3,5,15.7,8,7,川須栄彦,58.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.1,0.4,**,7-5-2-1,35.5-35.3,35.7,484(-2),,,アルバートドック,
10,2015/12/12,5阪神3,曇,11,チャレンジC(G3),201509050311,,18,7,13,21.3,9,10,岩田康誠,58.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.1,1.0,**,8-8,35.9-35.1,35.5,486(-2),,,フルーキー,
11,2015/11/22,5京都6,曇,11,マイルチャンピオンS(G1),201508050611,,18,5,9,90.4,16,18,川須栄彦,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.2,1.4,**,17-18,34.6-33.8,33.6,488(+10),,,モーリス,
