,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2008/11/16,3福島8,曇,12,相馬特別(500万下),200803030812,,16,2,3,7.8,4,8,岩部純二,57,1.0,0.0,1150,0.0,0.0,1.0,0.0,**,1:09.3,1.0,**,12-9,31.0-37.3,37.3,544(+8),,,オオヒメ,
1,2008/10/25,3福島1,曇,5,3歳上500万下,200803030105,,16,5,10,8.2,4,4,津村明秀,57,1.0,0.0,1150,0.0,0.0,0.0,1.0,**,1:07.9,0.4,**,7-3,30.8-36.7,36.5,536(-18),,,デスピュートロマン,110.0
2,2008/05/10,1新潟3,曇,12,高田城特別(500万下),200804010312,,15,5,8,3.9,1,2,三浦皇成,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:12.6,0.4,**,7-7,34.7-37.5,37.2,554(-16),,,スリーサンフレンチ,432.8
3,2008/04/20,3中山8,曇,6,4歳上500万下,200806030806,,12,5,6,1.8,1,4,松岡正海,57,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:11.6,0.4,**,6-5,33.7-37.5,37.6,570(+10),,,デュアルプロセッサ,110.0
4,2008/03/29,3中山1,晴,12,4歳上500万下,200806030112,,16,6,12,2.7,1,2,松岡正海,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:11.2,0.6,**,4-3,33.4-37.2,36.9,560(-10),,,ダイワエンパイア,300.0
5,2008/03/01,2中山1,晴,8,4歳上500万下,200806020108,,16,3,6,25.7,8,2,松岡正海,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:11.7,0.0,**,3-2,33.6-38.1,37.5,570(+8),,,ハタノワイズ,300.0
6,2008/02/10,2京都4,晴,6,4歳上500万下,200808020406,,14,3,3,13.7,6,4,松岡正海,57,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:12.4,0.5,**,8-8,35.2-36.7,36.7,562(0),,,リリーハーバー,110.0
7,2008/01/26,1小倉3,晴,6,4歳上500万下,200810010306,,14,5,8,8.1,5,3,菊沢隆徳,57,1.0,0.0,1000,0.0,1.0,0.0,0.0,**,0:58.9,0.1,**,7-6,33.7-36.5,36.0,562(+2),,,テイエムフルパワー,180.0
8,2007/12/15,3中京5,晴,2,3歳上500万下,200707030502,,16,3,6,43.2,10,6,石橋脩,57,1.0,0.0,1000,0.0,1.0,0.0,0.0,**,0:59.6,0.3,**,6-6,34.4-36.4,35.9,560(+4),,,コクシムソウ,
9,2007/11/25,5東京8,晴,6,3歳上500万下,200705050806,,15,5,9,36.5,8,11,松岡正海,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:26.9,1.8,**,7-6,35.3-37.3,38.7,556(+12),,,リングジアラーム,
