,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2014/11/02,4東京9,晴,9,国立特別(1000万下),201405040909,,16,8,16,2.2,1,10,北村宏司,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.7,0.5,**,5-3,34.9-34.7,34.8,504(0),,,ピークトラム,
1,2014/06/21,3東京5,曇,10,相模湖特別(1000万下),201405030510,,13,4,5,5.1,3,2,北村宏司,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.7,0.0,**,5-6,35.0-34.1,33.5,504(+14),,,マカハ,598.8
2,2013/06/30,2福島2,晴,11,ラジオNIKKEI賞(G3),201303020211,,16,4,7,6.2,3,4,田辺裕信,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.0,0.1,**,2-2-2-2,35.8-35.2,35.2,490(-6),,,ケイアイチョウサン,560.0
3,2013/05/26,2東京12,晴,10,東京優駿(G1),201305021210,,18,7,15,77.4,11,10,北村宏司,57,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:24.8,0.5,**,4-3-5-5,35.0-35.2,34.7,496(+8),,,キズナ,
4,2013/05/05,2東京6,晴,11,NHKマイルC(G1),201305020611,,18,6,12,29.6,8,3,横山典弘,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.8,0.1,**,3-4,34.4-34.9,34.6,488(-10),,,マイネルホウオウ,"2,354.6"
5,2013/01/21,1中山5,晴,11,京成杯(G3),201306010511,,12,1,1,2.6,1,10,横山典弘,56,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:03.3,1.0,**,2-2-2-2,36.2-35.5,36.1,498(+8),,,フェイムゲーム,
6,2012/12/16,5中山6,晴,11,朝日フューチュリティ(G1),201206050611,,16,6,12,24.6,5,4,ウィリア,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,0.5,**,5-5-5,33.9-36.1,36.3,490(0),,,ロゴタイプ,"1,100.0"
7,2012/10/20,4東京6,晴,9,いちょうS(OP),201205040609,,16,3,6,4.4,2,1,横山典弘,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.1,0.0,**,2-2-2,35.8-34.8,34.2,490(+6),,,(サトノノブレス),"1,535.7"
8,2012/09/30,4中山9,晴,9,芙蓉S(OP),201206040909,,11,7,10,3.3,2,2,横山典弘,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.7,0.2,**,9-7-7,35.9-34.6,34.3,484(0),,,サンブルエミューズ,607.4
9,2012/06/09,3東京3,雨,5,2歳新馬,201205030305,,14,4,5,1.6,1,1,横山典弘,54,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:28.1,-0.1,**,3-3,39.3-34.9,34.6,484(0),,,(ナカナカ),700.0
