,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/30,1新潟2,晴,11,谷川岳S(OP),201704010211,,14,5,8,22.7,9,8,石川裕紀,58,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,0.6,**,2-2,36.0-34.5,34.8,498(-4),,,ウインガニオン,
1,2017/04/09,2阪神6,曇,10,大阪ーハンブルクC(OP),201709020610,,12,5,5,33.8,8,5,小牧太,58,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.9,0.5,**,2-2,35.5-35.2,35.6,502(+2),,,エポワス,230.0
2,2017/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),201708010111,,18,7,13,208.1,15,18,シュミノ,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,2.1,**,13-14,33.9-35.2,36.3,500(-2),,,エアスピネル,
3,2016/12/17,5阪神5,曇,11,リゲルS(OP),201609050511,,17,4,7,10.3,6,11,小牧太,58,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.6,0.8,**,3-3,35.7-35.1,35.7,502(+8),,,マイネルアウラート,
4,2016/09/11,4中山2,曇,11,京成杯オータムH(G3),201606040211,,15,4,7,11.5,5,8,小牧太,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.6,0.6,**,1-1-1,35.1-35.0,35.6,494(0),,,ロードクエスト,
5,2016/08/14,2新潟6,晴,11,関屋記念(G3),201604020611,,18,2,4,7.0,4,11,小牧太,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.5,0.7,**,5-4,34.4-34.7,34.6,494(-4),,,ヤングマンパワー,
6,2016/07/24,3中京8,曇,11,トヨタ賞中京記念(G3),201607030811,,16,4,7,8.9,6,2,小牧太,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.1,**,3-3-3,35.5-34.6,34.4,498(+6),,,ガリバルディ,"1,616.2"
7,2016/05/01,1新潟2,曇,11,谷川岳S(OP),201604010211,,15,7,12,5.0,2,1,小牧太,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:33.5,0.0,**,6-6,35.8-34.3,33.8,492(-8),,,(ヤングマンパワー),"2,332.2"
8,2016/03/27,2阪神2,曇,11,六甲S(OP),201609020211,,16,8,15,23.8,8,4,小牧太,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.2,0.1,**,1-1,35.5-34.2,34.3,500(+8),,,ダノンリバティ,350.0
9,2016/03/06,1阪神4,曇,9,武庫川S(1600万下),201609010409,,9,3,3,8.0,4,1,小牧太,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.2,0.0,**,2-2,37.8-32.9,32.9,492(-8),,,(ティーエスネオ),"1,839.6"
10,2016/01/11,1京都4,晴,10,新春S(1600万下),201608010410,,16,6,12,29.5,11,14,小崎綾也,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,0.9,**,14-13,35.0-34.2,33.9,500(0),,,ケントオー,
11,2015/12/20,5阪神6,晴,9,元町S(1600万下),201509050609,,13,4,5,11.1,5,5,川田将雅,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.6,0.5,**,5-6,36.1-34.0,34.0,500(+6),,,マテンロウボス,182.0
12,2015/11/07,5京都1,曇,10,長岡京S(1600万下),201508050110,,10,4,4,6.3,2,2,川田将雅,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,0.0,**,2-2,36.8-33.4,33.3,494(+4),,,ミッキーオリビエ,736.6
13,2015/10/17,4京都4,晴,11,清水S(1600万下),201508040411,,12,2,2,13.7,7,4,小牧太,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.1,0.1,**,6-8,33.6-35.1,34.6,490(+6),,,タガノエトワール,270.0
14,2015/08/15,2新潟5,晴,11,新潟日報賞(1600万下),201504020511,,18,5,10,11.6,6,8,石橋脩,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.7,0.5,**,4-4,34.6-34.3,34.3,484(-4),,,ゼウス,
15,2015/07/11,3中京3,晴,11,豊明S(1600万下),201507030311,,18,1,1,6.3,3,6,武豊,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.9,0.6,**,14-14,33.7-35.9,35.5,488(-2),,,ゴールドベル,
16,2015/03/29,2阪神2,曇,10,心斎橋S(1600万下),201509020210,,18,1,1,13.3,6,1,小崎綾也,54,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.0,-0.1,**,11-12,34.3-35.9,35.0,490(-4),,,(エイシンスパルタン),"1,858.5"
17,2015/03/07,1阪神3,雨,10,武庫川S(1600万下),201509010310,,16,5,10,59.4,13,7,バルジュ,57,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:37.5,1.2,**,5-6,36.2-35.4,36.0,494(-2),,,テイエムタイホー,
18,2015/02/21,2京都7,晴,11,斑鳩S(1600万下),201508020711,,16,8,16,17.9,5,6,Ｃ．デム,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.8,0.6,**,13-13,34.5-34.1,33.5,496(+2),,,ダンスディレクター,
19,2015/01/05,1京都2,晴,10,新春S(1600万下),201508010210,,15,7,12,13.6,7,11,小牧太,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.8,0.4,**,9-12,34.5-34.6,34.0,494(-2),,,リヴェレンテ,
20,2014/12/21,5阪神6,晴,9,元町S(1600万下),201409050609,,15,5,8,8.3,5,8,岩田康誠,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:36.2,0.4,**,10-12,35.4-36.3,35.7,496(+10),,,ヴァンセンヌ,
21,2014/11/29,5東京8,晴,11,ファンタスティッJT(1600万下),201405050811,,16,3,6,3.8,1,3,デフリー,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.7,0.1,**,7-6,35.3-35.2,34.8,486(+6),,,フレイムヘイロー,456.0
22,2014/11/02,4東京9,晴,9,国立特別(1000万下),201405040909,,16,2,4,7.7,3,1,横山典弘,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.2,-0.1,**,8-8,34.9-34.7,33.8,480(+20),,,(タガノザイオン),"1,515.7"
23,2014/05/11,2東京6,晴,11,NHKマイルC(G1),201405020611,,18,8,18,105.0,16,15,横山典弘,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.2,1.0,**,6-7,34.6-34.8,34.9,460(-4),,,ミッキーアイル,
24,2014/04/19,3中山7,晴,6,3歳500万下,201406030706,,13,6,9,1.6,1,1,横山典弘,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.2,-0.3,**,4-3-3,36.1-35.5,35.2,464(-12),,,(アラフジ),720.0
25,2014/03/29,2阪神1,晴,11,毎日杯(G3),201409020111,,14,3,4,24.9,10,7,小牧太,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.0,0.3,**,10-11,35.4-35.0,34.7,476(-6),,,マイネルフロスト,
26,2014/02/09,2京都4,晴,11,きさらぎ賞(G3),201408020411,,9,7,7,25.3,4,4,岩田康誠,56,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:48.3,0.7,**,4-4,35.8-35.5,35.6,482(0),,,トーセンスターダム,560.0
27,2014/01/18,1京都6,晴,9,白梅賞(500万下),201408010609,,13,6,9,3.1,2,10,ルメール,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.3,1.0,**,7-8,36.8-33.8,34.1,482(+14),,,エイシンブルズアイ,
28,2013/12/14,5中山5,晴,9,ひいらぎ賞(500万下),201306050509,,15,4,6,5.1,2,2,大野拓弥,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,0.6,**,2-2-2,35.3-34.7,35.1,468(-16),,,ミッキーアイル,389.6
