,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2015/11/01,4東京9,晴,10,紅葉S(1600万下),201505040910,,17,6,11,126.1,16,9,武士沢友,52,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.5,0.6,**,5-6,35.4-34.2,34.1,530(-2),,,ダッシングブレイズ,
1,2015/10/17,4京都4,晴,11,清水S(1600万下),201508040411,,12,1,1,66.9,12,8,国分優作,52,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:32.5,0.5,**,3-3,33.6-35.1,35.2,532(+26),,,タガノエトワール,
2,2015/07/25,2函館5,曇,11,函館日刊スポーツ杯(1600万下),201502020511,,16,8,15,113.0,15,12,黛弘人,57,0.0,1.0,1200,0.0,0.0,0.0,1.0,**,1:11.3,1.3,**,8-10,34.6-35.4,35.9,506(-16),,,オメガヴェンデッタ,
3,2015/07/04,1函館5,晴,11,TVh杯(1600万下),201502010511,,12,8,12,26.4,9,8,菱田裕二,53,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.8,0.7,**,2-3,34.2-34.9,35.4,522(+2),,,ウキヨノカゼ,
4,2015/06/14,3東京4,曇,10,多摩川S(1600万下),201505030410,,18,1,1,119.4,16,12,吉田豊,53,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.5,0.6,**,3-4,34.4-35.1,35.4,520(+4),,,オツウ,
5,2015/05/30,3京都11,曇,11,朱雀S(1600万下),201508031111,,15,8,15,135.5,15,12,川須栄彦,53,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.3,0.8,**,3-3,35.4-33.5,34.1,516(-4),,,ワードイズボンド,
6,2015/05/24,2東京10,晴,10,フリーウェイS(1600万下),201505021010,,14,6,10,111.2,13,8,石橋脩,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.1,0.7,**,2-2,35.3-33.4,34.0,520(-6),,,ネオウィズダム,
7,2015/04/19,3中山8,曇,12,春興S(1600万下),201506030812,,11,6,6,74.5,10,10,柴田善臣,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.2,1.0,**,4-4-4,36.5-34.8,34.2,526(+2),,,サトノアラジン,
8,2015/04/11,2阪神5,晴,10,淀屋橋S(1600万下),201509020510,,12,1,1,147.1,11,5,国分優作,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,0.4,**,5-5,34.0-35.3,35.3,524(-4),,,ビッグアーサー,182.0
9,2015/03/29,2阪神2,曇,10,心斎橋S(1600万下),201509020210,,18,4,8,178.1,17,12,藤懸貴志,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.9,0.9,**,9-10,34.3-35.9,36.1,528(-2),,,ピークトラム,
10,2015/03/22,2中山8,晴,9,幕張S(1600万下),201506020809,,14,3,4,53.7,14,12,松田大作,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.4,1.3,**,1-6-8,35.3-35.9,36.6,530(+6),,,アルマディヴァン,
11,2015/02/01,1東京2,晴,10,節分S(1600万下),201505010210,,16,2,3,66.6,12,8,川須栄彦,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.6,0.7,**,3-3,35.4-35.0,35.3,524(+2),,,カフェブリリアント,
12,2015/01/11,1京都4,晴,10,羅生門S(1600万下),201508010410,,16,3,6,32.0,9,11,中谷雄太,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.9,1.2,**,1-2,35.6-36.2,37.4,522(+4),,,ワンダーコロアール,
13,2014/12/27,5阪神7,曇,10,妙見山S(1600万下),201409050710,,16,8,16,46.4,12,7,ブノワ,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:23.7,0.3,**,3-2,35.2-36.1,36.1,518(0),,,グレイスフルリープ,
14,2014/12/21,5阪神6,晴,9,元町S(1600万下),201409050609,,15,1,1,130.5,15,5,藤岡佑介,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:36.0,0.2,**,1-2,35.4-36.3,36.4,518(-8),,,ヴァンセンヌ,179.0
15,2014/12/13,5阪神3,晴,10,六甲アイランドS(1600万下),201409050310,,15,4,7,60.8,12,6,藤岡佑介,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.3,0.3,**,7-7,33.8-36.0,35.6,526(+8),,,ミッキーラブソング,
16,2014/11/29,5東京8,晴,11,ファンタスティッJT(1600万下),201405050811,,16,1,1,71.3,15,5,ヒューズ,58,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.9,0.3,**,1-1,35.3-35.2,35.5,518(-2),,,フレイムヘイロー,179.0
17,2014/10/19,4京都5,晴,12,藤森S(1600万下),201408040512,,15,5,10,148.1,12,11,柴田未崎,53,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:12.0,0.8,**,12-13,34.1-37.1,36.3,520(0),,,カフェシュプリーム,
18,2014/10/12,4東京2,晴,10,テレビ静岡賞(1600万下),201405040210,,16,6,11,69.3,10,11,三浦皇成,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:25.7,1.6,**,9-9,35.9-36.1,36.7,520(+2),,,ダノンレジェンド,
19,2014/09/27,4阪神5,晴,11,大阪スポーツ杯(1600万下),201409040511,,12,5,5,162.8,12,10,岡田祥嗣,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:25.1,1.1,**,9-10,34.8-37.2,37.5,518(-2),,,ホクセツキングオー,
20,2014/09/21,4阪神4,晴,10,仲秋S(1600万下),201409040410,,12,8,12,79.6,12,10,岡田祥嗣,54,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.9,1.0,**,4-6,33.9-35.7,35.6,520(0),,,ニシノビークイック,
21,2014/06/28,3阪神7,曇,11,三宮S(1600万下),201409030711,,16,8,16,36.6,9,8,岡田祥嗣,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.5,0.9,**,9-9,34.3-36.3,35.5,520(-12),,,サマリーズ,
22,2014/06/14,3阪神3,晴,11,安芸S(1600万下),201409030311,,12,3,3,37.1,7,7,岡田祥嗣,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:25.1,1.9,**,4-5,34.0-37.3,38.7,532(+10),,,キョウエイアシュラ,
23,2014/06/07,3東京1,雨,11,麦秋S(1600万下),201405030111,,11,5,5,25.8,7,3,石橋脩,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.9,0.4,**,5-5,34.6-36.0,36.0,522(-12),,,デザートオアシス,453.6
24,2014/04/06,2阪神4,晴,9,鳴門S(1600万下),201409020409,,16,6,12,115.4,14,9,岡田祥嗣,54,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:25.0,1.0,**,3-3,34.3-37.8,38.6,534(-2),,,ドレッドノート,
25,2014/03/22,1阪神7,晴,10,なにわS(1600万下),201409010710,,13,5,7,36.7,8,9,岡田祥嗣,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:12.7,1.4,**,11-9,34.8-36.5,36.7,536(0),,,ダノンレジェンド,
26,2014/03/16,2中京2,曇,11,トリトンS(1600万下),201407020211,,18,2,3,108.6,18,14,丸山元気,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.7,0.7,**,10-11,33.8-35.2,34.3,536(+6),,,フレデフォート,
27,2014/01/12,1京都4,晴,10,羅生門S(1600万下),201408010410,,16,7,13,217.8,15,6,岡田祥嗣,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.7,0.6,**,5-6,35.2-36.6,36.8,530(+2),,,ワイドバッハ,
