,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
10,2009/10/04,4中山8,晴,11,スプリンターズS(G1),200906040811,,16,2,4,9.6,4.0,12,三浦皇成,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.9,0.4,**,5-7,32.9-34.6,34.6,496(+2),,,ローレルゲレイロ,
11,2009/03/29,2中京6,晴,11,高松宮記念(G1),200907020611,,18,5,9,9.0,5.0,10,岩田康誠,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.8,0.8,**,3-2,33.1-34.9,35.5,494(-4),,,ローレルゲレイロ,
12,2009/03/07,2中山3,晴,11,夕刊フジオーシャンS(G3),200906020311,,16,5,9,2.9,1.0,10,岩田康誠,57,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:09.5,0.3,**,2-2,33.4-35.8,36.0,498(+10),,,アーバニティ,
13,2008/10/05,4中山8,曇,11,スプリンターズS(G1),200806040811,,16,8,15,5.9,2.0,2,岩田康誠,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,0.2,**,7-7,33.6-34.4,34.0,488(+2),,,スリープレスナイト,"3,898.4"
14,2008/08/31,1札幌6,晴,9,キーンランドC(G3),200801010609,,16,1,2,2.0,1.0,3,岩田康誠,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.1,0.2,**,8-9,33.9-34.0,33.7,486(-4),,,タニノマティーニ,"1,008.0"
15,2008/07/06,1函館6,晴,11,函館スプリントS(G3),200802010611,,16,3,6,1.8,1.0,1,岩田康誠,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.4,-0.1,**,3-3,32.8-35.6,35.3,490(-2),,,(トウショウカレッジ),"4,158.1"
16,2008/03/30,1中京10,小雨,11,高松宮記念(G1),200807011011,,18,5,10,9.3,5.0,2,岩田康誠,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.1,0.0,**,4-4,33.4-33.7,33.4,492(+6),,,ファイングレイン,"3,909.2"
17,2008/03/02,1阪神2,晴,11,阪急杯(G3),200809010211,,16,5,10,4.5,2.0,5,安藤勝己,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.3,0.6,**,11-9,34.7-34.6,34.6,486(-6),,,ローレルゲレイロ,410.0
18,2008/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),200808010111,,16,4,8,5.1,2.0,10,藤田伸二,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.7,**,2-2,35.3-34.6,35.2,492(+6),,,エイシンデピュティ,
19,2007/11/23,5東京9,晴,11,キャピタルS(OP),200705050911,,18,8,18,5.5,2.0,1,藤田伸二,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.8,-0.1,**,4-3,34.4-34.8,34.1,486(+6),,,(エアシェイディ),"2,447.6"
20,2007/09/09,4阪神2,晴,11,セントウルS(G2),200709040211,,16,6,11,2.6,1.0,3,藤田伸二,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.9,0.8,**,7-7,33.4-33.7,34.0,480(-2),,,サンアディユ,"1,517.0"
21,2007/04/29,1新潟2,晴,11,谷川岳S(OP),200704010211,,16,2,3,1.8,1.0,1,藤田伸二,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.1,-0.1,**,2-2,33.4-35.3,35.1,482(+2),,,(ペールギュント),"2,436.4"
22,2007/02/25,1阪神2,晴,11,阪急杯(G3),200709010211,,16,4,7,3.0,1.0,4,ペリエ,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.7,0.2,**,9-9,34.3-34.8,34.3,480(-2),,,プリサイスマシーン,620.0
23,2007/01/06,1京都1,晴,11,スポニチ賞京都金杯(G3),200708010111,,16,7,14,4.0,1.0,6,安藤勝己,55,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:34.3,0.4,**,5-5,35.2-34.9,35.0,482(+10),,,マイネルスケルツィ,
24,2006/11/19,6京都6,小雨,11,マイルチャンピオンS(G1),200608060611,,18,7,14,13.2,5.0,5,秋山真一,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.2,0.5,**,5-5,34.0-35.2,35.3,472(+2),,,ダイワメジャー,"1,000.0"
25,2006/11/05,6京都2,晴,10,桂川S(1600万下),200608060210,,15,2,3,3.4,1.0,1,安藤勝己,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:19.4,-0.5,**,6-5,34.6-33.6,32.9,470(-2),,,(スピニングノアール),"1,865.0"
26,2006/10/07,4東京1,晴,11,アイルランドT(1600万下),200605040111,,16,2,4,2.5,1.0,4,安藤勝己,54,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:33.6,0.3,**,5-6,35.0-34.9,34.8,472(0),,,ニシノナースコール,270.0
27,2006/05/07,2東京6,雨,11,NHKマイルC(G1),200605020611,,18,7,15,14.8,6.0,3,安藤勝己,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.4,0.2,**,9-8,34.2-35.7,35.3,472(+8),,,ロジック,"2,357.0"
28,2006/04/02,2阪神4,雨,10,マーガレットS(OP),200609020410,,11,4,4,1.5,1.0,4,武豊,55,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:26.6,0.5,**,7-4,35.1-39.1,39.1,464(-2),,,エムエスワールド,290.0
29,2006/02/25,1阪神1,晴,11,アーリントンC(G3),200609010111,,15,8,14,2.5,1.0,6,柴山雄一,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.8,1.1,**,8-7-5,35.1-35.6,35.9,466(0),,,ステキシンスケクン,
30,2006/01/05,1中山1,晴,10,ジュニアC(OP),200606010110,,12,8,12,6.1,5.0,1,柴山雄一,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.6,0.0,**,11-10-8,34.9-35.8,34.3,466(-4),,,(アドマイヤカリブ),"1,932.2"
31,2005/12/03,5中山1,曇,5,2歳新馬,200506050105,,12,5,5,1.8,1.0,1,五十嵐冬,52,1.0,0.0,1200,0.0,1.0,0.0,0.0,,1:11.7,-0.4,,5-4,36.6-35.1,34.7,470(0),,,(ヤクモキャット),700.0
