,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/30,2東京4,晴,10,晩春S(1600万下),201705020410,,11,3,3,9.9,4,7,田中勝春,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.4,0.3,**,3-3,34.1-34.6,34.4,446(-8),,,ビップライブリー,
1,2017/04/08,2阪神5,小雨,10,心斎橋S(1600万下),201709020510,,17,8,16,87.1,12,3,太宰啓介,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.9,0.1,**,3-2,35.1-36.0,35.9,454(0),,,エスティタート,465.7
2,2017/03/12,2中京2,晴,11,トリトンS(1600万下),201707020211,,17,7,14,13.4,7,17,太宰啓介,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,2.0,**,5-7,33.3-35.1,36.4,454(+12),,,トーセンデューク,
3,2016/10/29,4東京8,曇,9,国立特別(1000万下),201605040809,,13,1,1,8.5,4,1,横山典弘,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.7,0.0,**,3-3,36.2-34.2,33.9,442(-2),,,(プレミオテーラー),"1,530.8"
4,2016/10/08,4京都1,曇,10,久多特別(1000万下),201608040110,,14,5,8,13.0,5,7,四位洋文,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.8,0.4,**,2-2,35.2-33.5,33.9,444(+2),,,ラクアミ,
5,2016/09/17,4阪神3,曇,10,瀬戸内海特別(1000万下),201609040310,,18,5,10,9.2,4,5,四位洋文,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.1,0.2,**,10-9,32.8-36.7,36.1,442(-12),,,オーヴィレール,150.0
6,2016/08/13,1札幌5,晴,11,STV賞(1000万下),201601010511,,14,5,7,4.7,2,5,四位洋文,57,1.0,0.0,1500,0.0,1.0,0.0,0.0,**,1:28.9,0.1,**,2-2-2,30.1-34.6,34.6,454(+8),,,ウインムート,150.0
7,2015/12/19,5阪神5,晴,11,リゲルS(OP),201509050511,,16,1,1,43.9,10,4,太宰啓介,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.4,0.3,**,1-1,36.3-33.9,34.2,446(-2),,,ダッシングブレイズ,330.0
8,2015/12/06,5阪神2,曇,11,タンザナイトS(OP),201509050211,,16,3,5,9.5,4,7,四位洋文,53,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.3,0.6,**,3-4,34.6-34.7,34.8,448(+4),,,テイエムタイホー,
9,2015/11/15,5東京4,晴,11,オーロC(OP),201505050411,,18,3,5,15.1,7,6,三浦皇成,53,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.1,0.4,**,5-3,35.5-34.3,34.2,444(-6),,,ロサギガンティア,
10,2015/10/18,3新潟2,晴,11,信越S(OP),201504030211,,18,4,8,13.4,5,7,古川吉洋,53,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.8,0.3,**,6-6,33.6-35.5,35.2,450(0),,,ダノンプログラマー,
11,2015/09/13,4阪神2,晴,11,セントウルS(G2),201509040211,,16,1,1,24.1,8,16,浜中俊,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.9,1.1,**,15-16,34.0-33.8,33.7,450(+6),,,アクティブミノル,
12,2015/05/10,2東京6,晴,11,NHKマイルC(G1),201505020611,,18,8,18,35.6,12,17,浜中俊,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.4,1.9,**,3-2,35.3-34.2,36.0,444(+2),,,クラリティスカイ,
13,2015/04/25,3京都1,晴,10,橘S(OP),201508030110,,12,1,1,4.8,2,1,浜中俊,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.2,0.0,**,3-3,34.2-34.8,34.5,442(-4),,,(ブラヴィッシモ),"1,926.6"
14,2015/04/11,3中山5,曇,11,ニュージーランドT(G2),201506030511,,16,2,4,6.0,3,12,松田大作,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:36.1,1.3,**,3-2-2,35.0-35.8,36.6,446(+4),,,ヤマカツエース,
15,2015/03/14,2中京1,晴,9,フローラルウォーク賞(500万下),201507020109,,7,3,3,2.3,1,1,松田大作,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.3,0.0,**,1-1-1,36.8-35.1,35.1,442(-4),,,(ダッシングブレイズ),909.6
16,2015/02/28,1阪神1,晴,11,アーリントンC(G3),201509010111,,12,8,11,8.0,7,3,松田大作,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.9,0.0,**,1-1,35.6-35.1,35.1,446(+2),,,ヤングマンパワー,936.3
17,2015/01/25,1中京4,晴,6,3歳新馬,201507010406,,18,1,1,2.3,1,1,松田大作,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.3,-1.2,**,1-1,35.9-36.2,36.2,444(0),,,(レッドディザーブ),600.0
