
2017/06/25,3阪神8,曇,11,宝塚記念(G1),201709030811,,11,6,7,23.8,7,5,岩田康誠,58,芝2200,稍,**,2:12.3,0.9,**,10-9-10-6,35.2-35.7,36.3,444(+2),,,サトノクラウン,"1,500.0"
2017/04/30,3京都4,晴,11,天皇賞(春)(G1),201708030411,,17,8,16,23.2,7,12,Ｍ．デム,58,芝3200,良,**,3:14.3,1.8,**,17-17-17-14,35.6-35.5,35.7,442(-6),,,キタサンブラック,
2017/03/25,3中山1,晴,11,日経賞(G2),201706030111,,16,5,9,5.1,2,4,Ｍ．デム,55,芝2500,良,**,2:33.1,0.3,**,8-8-8-9,30.6-36.2,35.4,448(+10),,,シャケトラ,"1,000.0"
2016/11/27,5東京8,小雨,11,ジャパンC(G1),201605050811,,17,7,14,18.7,8,6,ルメール,55,芝2400,良,**,2:26.4,0.6,**,12-12-14-13,37.2-34.7,34.3,438(-6),,,キタサンブラック,
2016/10/23,4京都7,曇,11,菊花賞(G1),201608040711,,18,6,11,24.9,9,2,福永祐一,57,芝3000,良,**,3:03.7,0.4,**,14-14-16-12,35.3-34.7,34.2,444(+2),,,サトノダイヤモンド,"5,484.6"
2016/08/21,2札幌2,雨,11,札幌記念(G2),201601020211,,16,1,2,12.3,4,3,福永祐一,54,芝2000,稍,**,2:02.1,0.4,**,11-11-12-11,35.6-36.9,36.3,442(+10),,,ネオリアリズム,"1,816.0"
2016/05/29,2東京12,晴,10,東京優駿(G1),201605021210,,18,2,4,155.4,12,8,福永祐一,57,芝2400,良,**,2:24.7,0.7,**,14-13-14-14,35.6-34.2,33.7,432(+2),,,マカヒキ,
2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,8,18,40.7,12,3,福永祐一,57,芝1600,良,**,1:32.9,0.1,**,9-9,34.3-35.1,34.4,430(-2),,,メジャーエンブレム,"2,455.2"
2016/04/09,3中山5,曇,11,ニュージーランドT(G2),201606030511,,16,1,2,7.2,4,5,内田博幸,56,芝1600,良,**,1:34.0,0.1,**,14-13-12,34.9-35.2,34.6,432(-6),,,ダンツプリウス,540.0
2016/02/27,1阪神1,曇,11,アーリントンC(G3),201609010111,,14,4,6,6.8,4,1,Ｍ．デム,56,芝1600,良,**,1:34.1,0.0,**,9-5,34.4-35.0,34.6,438(+4),,,(ダンツプリウス),"3,855.3"
2016/01/10,1京都3,晴,11,日刊スポシンザン記念(G3),201608010311,,18,3,5,18.3,7,6,幸英明,56,芝1600,良,**,1:34.5,0.4,**,9-7,34.8-36.0,35.3,434(0),,,ロジクライ,
2015/12/27,5阪神8,曇,9,千両賞(500万下),201509050809,,10,1,1,4.0,4,1,幸英明,55,芝1600,良,**,1:35.8,0.0,**,8-7,36.0-35.3,34.7,434(-2),,,(サンライズクロンヌ),"1,023.8"
2015/11/23,5東京7,曇,11,東京スポーツ杯2歳S(G3),201505050711,,11,7,8,37.2,8,9,蛯名正義,55,芝1800,良,**,1:50.1,0.6,**,7-7-7,36.9-33.7,33.7,436(-6),,,スマートオーディン,
2015/10/31,4京都8,晴,8,萩S(OP),201508040808,,5,5,5,10.3,4,3,岩田康誠,55,芝1800,良,**,1:47.8,0.2,**,3-4,37.0-34.5,33.3,442(-2),,,ブラックスピネル,401.7
2015/08/30,2札幌4,晴,2,2歳未勝利,201501020402,,9,8,9,1.9,1,1,四位洋文,54,芝1800,良,**,1:49.5,-0.4,**,6-6-3-2,36.0-35.7,35.6,444(-8),,,(ティソーナ),500.0
2015/08/15,1札幌5,小雨,2,2歳未勝利,201501010502,,14,7,11,3.6,2,2,四位洋文,54,芝1800,良,**,1:50.5,0.4,**,10-9-7-5,36.7-35.8,35.7,452(-2),,,ラブレオ,200.0
2015/08/02,1札幌2,晴,5,2歳新馬,201501010205,,7,7,7,4.9,2,2,四位洋文,54,芝1800,良,**,1:52.6,0.3,**,3-3-3-3,39.4-34.2,34.3,454(0),,,プロフェット,280.0
